111022|	|2013-12-23 14:12:00.000|	||	|3|	|2013-12-23 00:00:00.000|	||	|1900-01-01 18:00:00.000|	|1900-01-01 18:00:00.000|	|1|	||	||	||	||	||	||	||	||	||	||	||	||	||	||	||	||	||	||	||	||	||	||	|0|	|8|	|
~~105664|	|2013-11-15 12:50:49.867|	||	|3|	|2013-11-15 00:00:00.000|	||	|1900-01-01 18:00:00.000|	|1900-01-01 18:00:00.000|	|1|	||	||	||	||	||	||	||	||	||	||	||	||	||	||	||	||	||	||	||	||	||	||	|0|	|10|	|
~~
