~~Utilities Unit Leader|	|172|	|0|	|EUUnitLeader|	|0|	|0|	|0|	|6|	|1|	|euunitldr|	|0
~~Utilities MCR Operator|	|173|	|0|	|EUMCROperator|	|0|	|0|	|0|	|6|	|1|	|eumcroper|	|0
~~Utilities Operator|	|174|	|0|	|EUOperator|	|0|	|0|	|0|	|6|	|1|	|euoper|	|0
~~Utilities Process Engineer|	|175|	|0|	|EUProcessEngineer|	|0|	|0|	|0|	|6|	|1|	|euproceng|	|0
~~Utilities Read User|	|176|	|0|	|EUReadUser|	|0|	|1|	|0|	|6|	|1|	|eureaduser|	|0
~~Supervisor|	|177|	|0|	|Supervisor|	|0|	|0|	|0|	|6|	|1|	|super|	|0
~~Administrator|	|178|	|0|	|Administrator|	|1|	|0|	|0|	|6|	|0|	|admin|	|0
~~Ing‚nieur de Proced‚/Fiabilit‚|	|184|	|0|	|ProcessEngineer|	|0|	|0|	|0|	|9|	|1|	|ingdeproc|	|0
~~Lab Technician|	|185|	|0|	|LabTechnician|	|0|	|0|	|0|	|12|	|1|	|labtech|	|0
~~Lab Supervisor|	|186|	|0|	|LabSupervisor|	|0|	|0|	|0|	|12|	|1|	|super|	|0
~~Lab Manager|	|188|	|0|	|LabManager|	|0|	|0|	|0|	|12|	|1|	|labmgr|	|0
~~Lab Unit Leader|	|189|	|0|	|LabUnitLeader|	|0|	|0|	|0|	|12|	|1|	|ulead|	|0
~~Quality Team|	|190|	|0|	|QualityTeam|	|0|	|0|	|0|	|12|	|1|	|qualteam|	|0
~~Read-only|	|191|	|0|	|ReadUser|	|0|	|1|	|0|	|12|	|0|	|read|	|1
~~Administrator|	|192|	|0|	|Administrator|	|1|	|0|	|0|	|12|	|0|	|admin|	|0
~~Technical Administrator|	|193|	|0|	|TechnicalAdmin|	|0|	|0|	|0|	|12|	|0|	|techadmin|	|0
~~Lab Specialist|	|194|	|0|	|LabSpecialist|	|0|	|0|	|0|	|12|	|1|	|labspecial|	|0
~~TRO Operator|	|195|	|0|	|TROOperator|	|0|	|0|	|0|	|3|	|1|	|trooper|	|0
~~TRO Shift Supervisor|	|196|	|0|	|TROShiftSupervisor|	|0|	|0|	|0|	|3|	|1|	|trosuper|	|0
~~TRO Manager / Superintendent|	|197|	|0|	|TROManager|	|0|	|0|	|0|	|3|	|1|	|tromanager|	|0
~~TRO Administrator|	|198|	|0|	|TROAdministrator|	|1|	|0|	|0|	|3|	|0|	|troadmin|	|0
~~Upgrading Student|	|199|	|0|	|UpgradingStudent|	|0|	|0|	|0|	|3|	|1|	|upgstud|	|0
~~Administrator|	|200|	|0|	|Administrator|	|1|	|0|	|0|	|13|	|0|	|admin|	|0
~~Control Centre Operator|	|201|	|0|	|ControlCentreOperator|	|0|	|0|	|0|	|13|	|1|	|ccoper|	|0
~~Field Operator|	|202|	|0|	|FieldOperator|	|0|	|0|	|0|	|13|	|1|	|fieldoper|	|0
~~Shift Lead|	|203|	|0|	|ShiftLead|	|0|	|0|	|0|	|13|	|1|	|shiftlead|	|0
~~Control Centre Supervisor|	|204|	|0|	|ControlCentreSupervisor|	|0|	|0|	|0|	|13|	|1|	|ccsuper|	|0
~~Coordinator|	|205|	|0|	|Coordinator|	|0|	|0|	|0|	|13|	|1|	|coord|	|0
~~Scheduler|	|206|	|0|	|Scheduler|	|0|	|0|	|0|	|13|	|1|	|sched|	|0
~~Engineer|	|207|	|0|	|Engineer|	|0|	|0|	|0|	|13|	|1|	|eng|	|0
~~Manager|	|208|	|0|	|Manager|	|0|	|0|	|0|	|13|	|1|	|manager|	|0
~~Read-only|	|209|	|0|	|ReadUser|	|0|	|1|	|0|	|13|	|0|	|read|	|1
~~Technical Administrator|	|210|	|0|	|TechnicalAdmin|	|0|	|0|	|0|	|13|	|0|	|techadmin|	|0
~~Upgrading Area Manager|	|211|	|0|	|UpgradingAreaManager|	|0|	|0|	|0|	|3|	|0|	|upgareamgr|	|0
~~Extraction Area Manager|	|212|	|0|	|ExtractionAreaManager|	|0|	|0|	|0|	|3|	|0|	|extareamgr|	|0
~~Upgrading Operator|	|213|	|0|	|UpgradingOperator|	|0|	|0|	|0|	|3|	|1|	|upgoper|	|0
~~Extraction Operator|	|214|	|0|	|ExtractionOperator|	|0|	|0|	|0|	|3|	|1|	|extoper|	|0
~~Upgrading Supervisor|	|215|	|0|	|UpgradingSupervisor|	|0|	|0|	|0|	|3|	|1|	|upgsuper|	|0
~~Extraction Supervisor|	|216|	|0|	|ExtractionSupervisor|	|0|	|0|	|0|	|3|	|1|	|extsuper|	|0
~~Upgrading Unit Leader|	|217|	|0|	|UpgradingUnitLeader|	|0|	|0|	|0|	|3|	|1|	|upgulead|	|0
~~Extraction Unit Leader|	|218|	|0|	|ExtractionUnitLeader|	|0|	|0|	|0|	|3|	|1|	|extulead|	|0
~~
