~~381|	|6997|	||	|1|	|1|	|3
~~382|	|6948|	||	|1|	|1|	|3
~~383|	|7444|	||	|1|	|1|	|3
~~384|	|6429|	||	|1|	|1|	|3
~~385|	|7179|	|\\utilprdmtl001\MTL001PR072|	|2|	|0|	|3
~~386|	|6144|	||	|1|	|1|	|3
~~387|	|7257|	||	|2|	|1|	|3
~~388|	|7458|	||	|2|	|1|	|3
~~389|	|6178|	||	|1|	|1|	|3
~~390|	|7227|	|HP LaserJet IID|	|2|	|1|	|3
~~391|	|7529|	||	|2|	|1|	|3
~~392|	|6919|	||	|2|	|1|	|3
~~393|	|427|	||	|1|	|1|	|3
~~394|	|3089|	||	|2|	|1|	|3
~~395|	|2556|	||	|2|	|0|	|3
~~396|	|7366|	||	|2|	|0|	|3
~~397|	|7697|	||	|1|	|1|	|3
~~398|	|5210|	|\\prtprdden001\DEN001PR008-PS|	|2|	|1|	|3
~~399|	|2708|	|\\PRTPRDDEN001\DEN001PR008|	|2|	|1|	|3
~~400|	|5533|	||	|1|	|1|	|3
~~401|	|2624|	|\\PRTPRDDEN001\DEN001PR046|	|2|	|1|	|3
~~402|	|7392|	||	|2|	|1|	|3
~~403|	|2550|	||	|1|	|1|	|3
~~404|	|7518|	||	|2|	|1|	|3
~~405|	|259|	|\\http://utilprdsar001\SAR001PR082|	|1|	|1|	|3
~~406|	|4422|	||	|1|	|1|	|3
~~407|	|3117|	|\\prtprdden001\DEN001PR043|	|2|	|1|	|3
~~408|	|4735|	|\\prtprdden001\DEN001PR059|	|2|	|0|	|3
~~409|	|7512|	||	|2|	|1|	|3
~~410|	|7495|	||	|1|	|1|	|3
~~411|	|7815|	||	|1|	|1|	|3
~~412|	|7241|	||	|2|	|1|	|3
~~413|	|5101|	||	|1|	|1|	|3
~~414|	|6687|	||	|2|	|1|	|3
~~415|	|6478|	||	|2|	|0|	|3
~~416|	|6513|	||	|2|	|0|	|3
~~417|	|6555|	|\\utilprdedm001\EDM001PR063|	|2|	|0|	|3
~~418|	|7277|	|\\utilprdmtl001\MTL001PR072|	|2|	|0|	|3
~~419|	|7983|	||	|1|	|1|	|3
~~420|	|7898|	||	|1|	|1|	|3
~~421|	|7868|	||	|2|	|1|	|3
~~422|	|7992|	||	|1|	|1|	|3
~~423|	|7786|	||	|2|	|1|	|3
~~424|	|6235|	||	|2|	|1|	|3
~~425|	|241|	|\\utilprdsar001\SAR001PR010|	|1|	|1|	|3
~~426|	|4445|	|\\utilprdsar001\SAR001PR068|	|1|	|1|	|3
~~427|	|277|	||	|1|	|1|	|3
~~428|	|6789|	||	|2|	|0|	|3
~~429|	|4917|	||	|1|	|1|	|3
~~430|	|7597|	||	|1|	|1|	|3
