1|	|8438
~~2316|	|155567
~~2317|	|126750
~~2317|	|126763
~~2317|	|129068
~~2317|	|129880
~~2317|	|133698
~~2317|	|137963
~~2317|	|138021
~~2317|	|146352
~~2317|	|147323
~~2317|	|155560
~~2317|	|155562
~~2318|	|126763
~~2318|	|132933
~~2318|	|133831
~~2318|	|134006
~~2318|	|134213
~~2318|	|137819
~~2318|	|137844
~~2318|	|137961
~~2318|	|137963
~~2318|	|138034
~~2318|	|144927
~~2318|	|150974
~~2318|	|155406
~~2319|	|126810
~~2319|	|126995
~~2320|	|138364
~~2320|	|139056
~~2321|	|138020
~~2322|	|138020
~~2324|	|138364
~~2324|	|139056
~~2325|	|132375
~~2325|	|132933
~~2325|	|133290
~~2325|	|133532
~~2326|	|131354
~~2326|	|132375
~~2326|	|132933
~~2326|	|133290
~~2326|	|133532
~~2327|	|126809
~~2327|	|131354
~~2327|	|132375
~~2327|	|132933
~~2327|	|133290
~~2327|	|133532
~~2327|	|133831
~~2327|	|134214
~~2327|	|135227
~~2327|	|135779
~~2327|	|135925
~~2328|	|126810
~~2328|	|126995
~~2329|	|256247
~~2329|	|256295
~~2329|	|256487
~~2329|	|256683
~~2329|	|257255
~~2329|	|257260
~~2329|	|257286
~~2329|	|258912
~~2329|	|259478
~~2329|	|259574
~~2329|	|259842
~~2329|	|260195
~~2329|	|260632
~~2329|	|261530
~~2330|	|261657
~~2330|	|264632
~~2331|	|131354
~~2331|	|132375
~~2331|	|132933
~~2331|	|133290
~~2331|	|133532
~~2331|	|143615
~~2331|	|155567
~~2332|	|126763
~~2332|	|132932
~~2332|	|133832
~~2332|	|133869
~~2332|	|134007
~~2332|	|134063
~~2332|	|134133
~~2332|	|134214
~~2332|	|134284
~~2332|	|135155
~~2332|	|135227
~~2332|	|135779
~~2332|	|137844
~~2332|	|138034
~~2332|	|150974
~~2332|	|155406
~~2333|	|126749
~~2333|	|138020
~~2334|	|126749
~~2334|	|138020
~~2335|	|126749
~~2335|	|138020
~~2336|	|113567
~~2337|	|37670
~~2337|	|38420
~~2337|	|40808
~~2337|	|41445
~~2337|	|41947
~~2337|	|43235
~~2337|	|44248
~~2337|	|46010
~~2337|	|49501
~~2337|	|50917
~~2337|	|52717
~~2337|	|54002
~~2337|	|54496
~~2337|	|55143
~~2337|	|55401
~~2337|	|56922
~~2337|	|58645
~~2337|	|59145
~~2337|	|59909
~~2337|	|60711
~~2337|	|61417
~~2337|	|62152
~~2337|	|62510
~~2337|	|62670
~~2337|	|113022
~~2338|	|37670
~~2338|	|44248
~~2338|	|46010
~~2338|	|50917
~~2338|	|54002
~~2338|	|54496
~~2338|	|55143
~~2338|	|55401
~~2338|	|61417
~~2338|	|62152
~~2339|	|50917
~~2340|	|50917
~~2341|	|44248
~~2341|	|46010
~~2342|	|44248
~~2342|	|46010
~~2343|	|37670
~~2343|	|54002
~~2343|	|54496
~~2343|	|55143
~~2343|	|55401
~~2343|	|61417
~~2343|	|62152
~~2344|	|37670
~~2344|	|54002
~~2344|	|54496
~~2344|	|55143
~~2344|	|55401
~~2344|	|61417
~~2344|	|62152
~~2345|	|40808
~~2345|	|41947
~~2345|	|43235
~~2345|	|49501
~~2345|	|52717
~~2345|	|59145
~~2345|	|59909
~~2345|	|60711
~~2345|	|113022
~~2346|	|49501
~~2346|	|52717
~~2346|	|113022
~~2347|	|49501
~~2347|	|52717
~~2347|	|113022
~~2348|	|40808
~~2348|	|41947
~~2349|	|40808
~~2349|	|41947
~~2350|	|43235
~~2350|	|59145
~~2350|	|59909
~~2350|	|60711
~~2351|	|43235
~~2351|	|59145
~~2351|	|59909
~~2351|	|60711
~~2352|	|38420
~~2352|	|41445
~~2352|	|54496
~~2353|	|38420
~~2353|	|41445
~~2353|	|54496
~~2354|	|41445
~~2354|	|54496
~~2355|	|35482
~~2355|	|35717
~~2355|	|36355
~~2355|	|36934
~~2355|	|37145
~~2355|	|38122
~~2355|	|40598
~~2355|	|48133
~~2355|	|50288
~~2355|	|58335
~~2355|	|58577
~~2355|	|58608
~~2355|	|58856
~~2355|	|58914
~~2355|	|59050
~~2355|	|59129
~~2355|	|62703
~~2355|	|62800
~~2355|	|63075
~~2355|	|63357
~~2355|	|63376
~~2355|	|63419
~~2355|	|63600
~~2356|	|35482
~~2356|	|35717
~~2356|	|36355
~~2356|	|36934
~~2356|	|37145
~~2356|	|38122
~~2356|	|40598
~~2356|	|58335
~~2356|	|58577
~~2356|	|58608
~~2356|	|58856
~~2356|	|59129
~~2356|	|62703
~~2356|	|62800
~~2356|	|63357
~~2356|	|63376
~~2357|	|35717
~~2357|	|36355
~~2357|	|36934
~~2357|	|37145
~~2357|	|38122
~~2357|	|40598
~~2357|	|58335
~~2357|	|58577
~~2357|	|58608
~~2357|	|58856
~~2357|	|59129
~~2357|	|62703
~~2357|	|62800
~~2357|	|63357
~~2357|	|63376
~~2358|	|36355
~~2358|	|36934
~~2358|	|40598
~~2358|	|58335
~~2358|	|58577
~~2358|	|58856
~~2358|	|59129
~~2358|	|62703
~~2358|	|62800
~~2358|	|63376
~~2359|	|35717
~~2359|	|37145
~~2359|	|38122
~~2359|	|58608
~~2359|	|58856
~~2360|	|35717
~~2360|	|58856
~~2361|	|37145
~~2361|	|38122
~~2361|	|58608
~~2362|	|38122
~~2362|	|58856
~~2363|	|36934
~~2363|	|62800
~~2363|	|63357
~~2364|	|36355
~~2364|	|40598
~~2365|	|58335
~~2365|	|58577
~~2365|	|59129
~~2365|	|62703
~~2365|	|63376
~~2366|	|58914
~~2366|	|63075
~~2366|	|63419
~~2366|	|63600
~~2367|	|58914
~~2367|	|63075
~~2367|	|63419
~~2367|	|63600
~~2368|	|58914
~~2368|	|63075
~~2368|	|63419
~~2368|	|63600
~~2369|	|58914
~~2369|	|63075
~~2369|	|63419
~~2369|	|63600
~~2370|	|56922
~~2370|	|62510
~~2370|	|62670
~~2371|	|48133
~~2371|	|50288
~~2372|	|48133
~~2372|	|50288
~~2373|	|35717
~~2373|	|36355
~~2373|	|36934
~~2373|	|37145
~~2373|	|37670
~~2373|	|38122
~~2373|	|40598
~~2373|	|40808
~~2373|	|41947
~~2373|	|43235
~~2373|	|44248
~~2373|	|46010
~~2373|	|48133
~~2373|	|49501
~~2373|	|50288
~~2373|	|50917
~~2373|	|52717
~~2373|	|54002
~~2373|	|54496
~~2373|	|55143
~~2373|	|55401
~~2373|	|56922
~~2373|	|58335
~~2373|	|58577
~~2373|	|58608
~~2373|	|58856
~~2373|	|58914
~~2373|	|59129
~~2373|	|59145
~~2373|	|59909
~~2373|	|60711
~~2373|	|61417
~~2373|	|62152
~~2373|	|62510
~~2373|	|62703
~~2373|	|62800
~~2373|	|63075
~~2373|	|63357
~~2373|	|63376
~~2373|	|63419
~~2373|	|63600
~~2374|	|65070
~~2375|	|37670
~~2375|	|40808
~~2375|	|41947
~~2375|	|43235
~~2375|	|44248
~~2375|	|46010
~~2375|	|49501
~~2375|	|50917
~~2375|	|52717
~~2375|	|54002
~~2375|	|54496
~~2375|	|55143
~~2375|	|55401
~~2375|	|59145
~~2375|	|59909
~~2375|	|60711
~~2375|	|61417
~~2375|	|62152
~~2375|	|111087
~~2376|	|37670
~~2376|	|44248
~~2376|	|46010
~~2376|	|50917
~~2376|	|54002
~~2376|	|54496
~~2376|	|55143
~~2376|	|55401
~~2376|	|61417
~~2376|	|62152
~~2377|	|37670
~~2377|	|40808
~~2377|	|41947
~~2377|	|43235
~~2377|	|44248
~~2377|	|46010
~~2377|	|49501
~~2377|	|50917
~~2377|	|52717
~~2377|	|54002
~~2377|	|54496
~~2377|	|55143
~~2377|	|55401
~~2377|	|56922
~~2377|	|59145
~~2377|	|59909
~~2377|	|60711
~~2377|	|61417
~~2377|	|62152
~~2377|	|62510
~~2378|	|37670
~~2378|	|44248
~~2378|	|46010
~~2378|	|50917
~~2378|	|54002
~~2378|	|54496
~~2378|	|55143
~~2378|	|55401
~~2378|	|56922
~~2378|	|61417
~~2378|	|62152
~~2379|	|37670
~~2379|	|40808
~~2379|	|41947
~~2379|	|43235
~~2379|	|44248
~~2379|	|46010
~~2379|	|49501
~~2379|	|50917
~~2379|	|52717
~~2379|	|54002
~~2379|	|54496
~~2379|	|55143
~~2379|	|55401
~~2379|	|56922
~~2379|	|59145
~~2379|	|59909
~~2379|	|60711
~~2379|	|61417
~~2379|	|62152
~~2379|	|62510
~~2380|	|37670
~~2380|	|40808
~~2380|	|41947
~~2380|	|43235
~~2380|	|44248
~~2380|	|46010
~~2380|	|49501
~~2380|	|50917
~~2380|	|52717
~~2380|	|54002
~~2380|	|54496
~~2380|	|55143
~~2380|	|55401
~~2380|	|56922
~~2380|	|59145
~~2380|	|59909
~~2380|	|60711
~~2380|	|61417
~~2380|	|62152
~~2380|	|62510
~~2381|	|37670
~~2381|	|44248
~~2381|	|46010
~~2381|	|50917
~~2381|	|54002
~~2381|	|54496
~~2381|	|55143
~~2381|	|55401
~~2381|	|56922
~~2381|	|61417
~~2381|	|62152
~~2382|	|37670
~~2382|	|44248
~~2382|	|46010
~~2382|	|50917
~~2382|	|54002
~~2382|	|54496
~~2382|	|55143
~~2382|	|55401
~~2382|	|61417
~~2382|	|62152
~~2383|	|37670
~~2383|	|40808
~~2383|	|41947
~~2383|	|43235
~~2383|	|44248
~~2383|	|46010
~~2383|	|49501
~~2383|	|50917
~~2383|	|52717
~~2383|	|54002
~~2383|	|54496
~~2383|	|55143
~~2383|	|55401
~~2383|	|56922
~~2383|	|59145
~~2383|	|59909
~~2383|	|60711
~~2383|	|61417
~~2383|	|62152
~~2383|	|62510
~~2384|	|37670
~~2384|	|40808
~~2384|	|41947
~~2384|	|43235
~~2384|	|44248
~~2384|	|46010
~~2384|	|49501
~~2384|	|50917
~~2384|	|52717
~~2384|	|54002
~~2384|	|54496
~~2384|	|55143
~~2384|	|55401
~~2384|	|56922
~~2384|	|59145
~~2384|	|59909
~~2384|	|60711
~~2384|	|61417
~~2384|	|62152
~~2384|	|62510
~~2385|	|37670
~~2385|	|40808
~~2385|	|41947
~~2385|	|43235
~~2385|	|44248
~~2385|	|46010
~~2385|	|49501
~~2385|	|50917
~~2385|	|52717
~~2385|	|54002
~~2385|	|54496
~~2385|	|55143
~~2385|	|55401
~~2385|	|56922
~~2385|	|59145
~~2385|	|59909
~~2385|	|60711
~~2385|	|61417
~~2385|	|62152
~~2385|	|62510
~~2386|	|37670
~~2386|	|40808
~~2386|	|41947
~~2386|	|43235
~~2386|	|44248
~~2386|	|46010
~~2386|	|49501
~~2386|	|50917
~~2386|	|52717
~~2386|	|54002
~~2386|	|54496
~~2386|	|55143
~~2386|	|55401
~~2386|	|56922
~~2386|	|59145
~~2386|	|59909
~~2386|	|60711
~~2386|	|61417
~~2386|	|62152
~~2386|	|62510
~~2387|	|37670
~~2387|	|40808
~~2387|	|41947
~~2387|	|43235
~~2387|	|44248
~~2387|	|46010
~~2387|	|49501
~~2387|	|50917
~~2387|	|52717
~~2387|	|54002
~~2387|	|54496
~~2387|	|55143
~~2387|	|55401
~~2387|	|56922
~~2387|	|59145
~~2387|	|59909
~~2387|	|60711
~~2387|	|61417
~~2387|	|62152
~~2387|	|62510
~~2388|	|35717
~~2388|	|36355
~~2388|	|36934
~~2388|	|37145
~~2388|	|38122
~~2388|	|40598
~~2388|	|48133
~~2388|	|50288
~~2388|	|52717
~~2388|	|54002
~~2388|	|54496
~~2388|	|58335
~~2388|	|58577
~~2388|	|58608
~~2388|	|58856
~~2388|	|58914
~~2388|	|59129
~~2388|	|62703
~~2388|	|62800
~~2388|	|63075
~~2388|	|63357
~~2388|	|63376
~~2388|	|63419
~~2388|	|63600
~~2389|	|35717
~~2389|	|36355
~~2389|	|36934
~~2389|	|37145
~~2389|	|38122
~~2389|	|40598
~~2389|	|48133
~~2389|	|50288
~~2389|	|52717
~~2389|	|54002
~~2389|	|54496
~~2389|	|58335
~~2389|	|58577
~~2389|	|58608
~~2389|	|58856
~~2389|	|58914
~~2389|	|59129
~~2389|	|62703
~~2389|	|62800
~~2389|	|63075
~~2389|	|63357
~~2389|	|63376
~~2389|	|63419
~~2389|	|63600
~~2390|	|35717
~~2390|	|36355
~~2390|	|36934
~~2390|	|37145
~~2390|	|38122
~~2390|	|40598
~~2390|	|48133
~~2390|	|50288
~~2390|	|52717
~~2390|	|54002
~~2390|	|54496
~~2390|	|58335
~~2390|	|58577
~~2390|	|58608
~~2390|	|58856
~~2390|	|58914
~~2390|	|59129
~~2390|	|62703
~~2390|	|62800
~~2390|	|63075
~~2390|	|63357
~~2390|	|63376
~~2390|	|63419
~~2390|	|63600
~~2391|	|35717
~~2391|	|36355
~~2391|	|36934
~~2391|	|37145
~~2391|	|38122
~~2391|	|40598
~~2391|	|48133
~~2391|	|50288
~~2391|	|52717
~~2391|	|54002
~~2391|	|54496
~~2391|	|58335
~~2391|	|58577
~~2391|	|58608
~~2391|	|58856
~~2391|	|58914
~~2391|	|59129
~~2391|	|62703
~~2391|	|62800
~~2391|	|63075
~~2391|	|63357
~~2391|	|63376
~~2391|	|63419
~~2391|	|63600
~~2392|	|35717
~~2392|	|36355
~~2392|	|36934
~~2392|	|37145
~~2392|	|38122
~~2392|	|40598
~~2392|	|48133
~~2392|	|50288
~~2392|	|52717
~~2392|	|54002
~~2392|	|54496
~~2392|	|58335
~~2392|	|58577
~~2392|	|58608
~~2392|	|58856
~~2392|	|58914
~~2392|	|59129
~~2392|	|62703
~~2392|	|62800
~~2392|	|63075
~~2392|	|63357
~~2392|	|63376
~~2392|	|63419
~~2392|	|63600
~~2393|	|35717
~~2393|	|36355
~~2393|	|36934
~~2393|	|37145
~~2393|	|38122
~~2393|	|40598
~~2393|	|48133
~~2393|	|50288
~~2393|	|52717
~~2393|	|54002
~~2393|	|54496
~~2393|	|58335
~~2393|	|58577
~~2393|	|58608
~~2393|	|58856
~~2393|	|58914
~~2393|	|59129
~~2393|	|62703
~~2393|	|62800
~~2393|	|63075
~~2393|	|63357
~~2393|	|63376
~~2393|	|63419
~~2393|	|63600
~~2394|	|35717
~~2394|	|36355
~~2394|	|36934
~~2394|	|37145
~~2394|	|38122
~~2394|	|40598
~~2394|	|48133
~~2394|	|50288
~~2394|	|52717
~~2394|	|54002
~~2394|	|54496
~~2394|	|58335
~~2394|	|58577
~~2394|	|58608
~~2394|	|58856
~~2394|	|58914
~~2394|	|59129
~~2394|	|62703
~~2394|	|62800
~~2394|	|63075
~~2394|	|63357
~~2394|	|63376
~~2394|	|63419
~~2394|	|63600
~~2395|	|35717
~~2395|	|36355
~~2395|	|36934
~~2395|	|37145
~~2395|	|38122
~~2395|	|40598
~~2395|	|48133
~~2395|	|50288
~~2395|	|52717
~~2395|	|54002
~~2395|	|54496
~~2395|	|58335
~~2395|	|58577
~~2395|	|58608
~~2395|	|58856
~~2395|	|58914
~~2395|	|59129
~~2395|	|62703
~~2395|	|62800
~~2395|	|63075
~~2395|	|63357
~~2395|	|63376
~~2395|	|63419
~~2395|	|63600
~~2396|	|35717
~~2396|	|36355
~~2396|	|36934
~~2396|	|37145
~~2396|	|38122
~~2396|	|40598
~~2396|	|48133
~~2396|	|50288
~~2396|	|52717
~~2396|	|54002
~~2396|	|54496
~~2396|	|58335
~~2396|	|58577
~~2396|	|58608
~~2396|	|58856
~~2396|	|58914
~~2396|	|59129
~~2396|	|62703
~~2396|	|62800
~~2396|	|63075
~~2396|	|63357
~~2396|	|63376
~~2396|	|63419
~~2396|	|63600
~~2397|	|35717
~~2397|	|36355
~~2397|	|36934
~~2397|	|37145
~~2397|	|38122
~~2397|	|40598
~~2397|	|48133
~~2397|	|50288
~~2397|	|52717
~~2397|	|54002
~~2397|	|54496
~~2397|	|58335
~~2397|	|58577
~~2397|	|58608
~~2397|	|58856
~~2397|	|58914
~~2397|	|59129
~~2397|	|62703
~~2397|	|62800
~~2397|	|63075
~~2397|	|63357
~~2397|	|63376
~~2397|	|63419
~~2397|	|63600
~~2398|	|35717
~~2398|	|36355
~~2398|	|36934
~~2398|	|37145
~~2398|	|38122
~~2398|	|40598
~~2398|	|48133
~~2398|	|50288
~~2398|	|52717
~~2398|	|54002
~~2398|	|54496
~~2398|	|58335
~~2398|	|58577
~~2398|	|58608
~~2398|	|58856
~~2398|	|58914
~~2398|	|59129
~~2398|	|62703
~~2398|	|62800
~~2398|	|63075
~~2398|	|63357
~~2398|	|63376
~~2398|	|63419
~~2398|	|63600
~~2399|	|35717
~~2399|	|36355
~~2399|	|36934
~~2399|	|37145
~~2399|	|38122
~~2399|	|40598
~~2399|	|48133
~~2399|	|50288
~~2399|	|52717
~~2399|	|54002
~~2399|	|54496
~~2399|	|58335
~~2399|	|58577
~~2399|	|58608
~~2399|	|58856
~~2399|	|58914
~~2399|	|59129
~~2399|	|62703
~~2399|	|62800
~~2399|	|63075
~~2399|	|63357
~~2399|	|63376
~~2399|	|63419
~~2399|	|63600
~~2400|	|35717
~~2400|	|36355
~~2400|	|36934
~~2400|	|37145
~~2400|	|38122
~~2400|	|40598
~~2400|	|48133
~~2400|	|50288
~~2400|	|52717
~~2400|	|54002
~~2400|	|54496
~~2400|	|58335
~~2400|	|58577
~~2400|	|58608
~~2400|	|58856
~~2400|	|58914
~~2400|	|59129
~~2400|	|62703
~~2400|	|62800
~~2400|	|63075
~~2400|	|63357
~~2400|	|63376
~~2400|	|63419
~~2400|	|63600
~~2401|	|38420
~~2401|	|41445
~~2401|	|50288
~~2401|	|54496
~~2401|	|63075
~~2401|	|63419
~~2401|	|63600
~~2402|	|38420
~~2402|	|41445
~~2402|	|63075
~~2402|	|63419
~~2402|	|63600
~~2403|	|38420
~~2403|	|41445
~~2403|	|48133
~~2403|	|50288
~~2403|	|54496
~~2403|	|58856
~~2403|	|63075
~~2403|	|63419
~~2403|	|63600
~~2404|	|38420
~~2404|	|41445
~~2404|	|48133
~~2404|	|52717
~~2404|	|54002
~~2404|	|54496
~~2405|	|38420
~~2405|	|41445
~~2405|	|48133
~~2405|	|52717
~~2405|	|54002
~~2405|	|54496
~~2406|	|38420
~~2406|	|41445
~~2406|	|48133
~~2406|	|52717
~~2406|	|54002
~~2406|	|54496
~~2407|	|38420
~~2407|	|41445
~~2407|	|48133
~~2407|	|52717
~~2407|	|54002
~~2407|	|54496
~~2408|	|38420
~~2408|	|41445
~~2408|	|48133
~~2408|	|52717
~~2408|	|54002
~~2408|	|54496
~~2409|	|38420
~~2409|	|41445
~~2409|	|48133
~~2409|	|52717
~~2409|	|54002
~~2409|	|54496
~~2410|	|38420
~~2410|	|41445
~~2410|	|48133
~~2410|	|52717
~~2410|	|54002
~~2410|	|54496
~~2411|	|38420
~~2411|	|41445
~~2411|	|48133
~~2411|	|52717
~~2411|	|54002
~~2411|	|54496
~~2412|	|38420
~~2412|	|41445
~~2412|	|48133
~~2412|	|52717
~~2412|	|54002
~~2412|	|54496
~~2413|	|58645
~~2414|	|35717
~~2414|	|36355
~~2414|	|36934
~~2414|	|37145
~~2414|	|37670
~~2414|	|38122
~~2414|	|40598
~~2414|	|40808
~~2414|	|41947
~~2414|	|43235
~~2414|	|44248
~~2414|	|46010
~~2414|	|48133
~~2414|	|49501
~~2414|	|50288
~~2414|	|50917
~~2414|	|52717
~~2414|	|54002
~~2414|	|54496
~~2414|	|55143
~~2414|	|55401
~~2414|	|56922
~~2414|	|58335
~~2414|	|58577
~~2414|	|58608
~~2414|	|58856
~~2414|	|58914
~~2414|	|59129
~~2414|	|59145
~~2414|	|59909
~~2414|	|60711
~~2414|	|61417
~~2414|	|62152
~~2414|	|62510
~~2414|	|62703
~~2414|	|62800
~~2414|	|63075
~~2414|	|63357
~~2414|	|63376
~~2414|	|63419
~~2414|	|63600
~~2415|	|40808
~~2415|	|41947
~~2415|	|43235
~~2415|	|49501
~~2415|	|52717
~~2415|	|54002
~~2415|	|59145
~~2415|	|59909
~~2415|	|60711
~~2415|	|113022
~~2416|	|40808
~~2416|	|41947
~~2416|	|43235
~~2416|	|49501
~~2416|	|52717
~~2416|	|54002
~~2416|	|59145
~~2416|	|59909
~~2416|	|60711
~~2416|	|113022
~~2417|	|40808
~~2417|	|41947
~~2417|	|43235
~~2417|	|49501
~~2417|	|52717
~~2417|	|54002
~~2417|	|59145
~~2417|	|59909
~~2417|	|60711
~~2417|	|113022
~~2418|	|40808
~~2418|	|41947
~~2418|	|43235
~~2418|	|49501
~~2418|	|52717
~~2418|	|54002
~~2418|	|59145
~~2418|	|59909
~~2418|	|60711
~~2418|	|113022
~~2419|	|56922
~~2419|	|58914
~~2419|	|59050
~~2419|	|59129
~~2419|	|62510
~~2419|	|62670
~~2420|	|56922
~~2420|	|62510
~~2420|	|62670
~~2421|	|35717
~~2421|	|36355
~~2421|	|37145
~~2421|	|37670
~~2421|	|38420
~~2421|	|40598
~~2421|	|40808
~~2421|	|41947
~~2421|	|43235
~~2421|	|44248
~~2421|	|46010
~~2421|	|48133
~~2421|	|50917
~~2421|	|63075
~~2421|	|113022
~~2422|	|38420
~~2422|	|40808
~~2422|	|41947
~~2422|	|44248
~~2422|	|46010
~~2422|	|63075
~~2423|	|62510
~~2424|	|38420
~~2424|	|63075
~~2425|	|77020
~~2425|	|102712
~~2425|	|103326
~~2425|	|103720
~~2425|	|104289
~~2425|	|104694
~~2425|	|104727
~~2425|	|105825
~~2425|	|106019
~~2425|	|106062
~~2425|	|270134
~~2426|	|77020
~~2426|	|102711
~~2426|	|106333
~~2427|	|105511
~~2427|	|106333
~~2428|	|98817
~~2428|	|98839
~~2428|	|98858
~~2429|	|77020
~~2429|	|102712
~~2429|	|103326
~~2429|	|103720
~~2429|	|104289
~~2429|	|104694
~~2429|	|104727
~~2429|	|105825
~~2429|	|106019
~~2429|	|106062
~~2429|	|270134
~~2430|	|105511
~~2430|	|106333
~~2431|	|77020
~~2431|	|102711
~~2431|	|106333
~~2432|	|98817
~~2432|	|98839
~~2432|	|98858
~~2433|	|77020
~~2433|	|102712
~~2433|	|103326
~~2433|	|103720
~~2433|	|104289
~~2433|	|104694
~~2433|	|104727
~~2433|	|105825
~~2433|	|106019
~~2433|	|106062
~~2433|	|270134
~~2434|	|105511
~~2434|	|106333
~~2435|	|77020
~~2435|	|102712
~~2435|	|103326
~~2435|	|103720
~~2435|	|104289
~~2435|	|104694
~~2435|	|104727
~~2435|	|105511
~~2435|	|105825
~~2435|	|106019
~~2435|	|106062
~~2435|	|106334
~~2435|	|106729
~~2435|	|106942
~~2435|	|106993
~~2435|	|107876
~~2435|	|108041
~~2435|	|109090
~~2435|	|270134
~~2436|	|77020
~~2437|	|77020
~~2437|	|102712
~~2437|	|103326
~~2437|	|103720
~~2437|	|104289
~~2437|	|104694
~~2437|	|104727
~~2437|	|105825
~~2437|	|106019
~~2437|	|106062
~~2437|	|270134
~~2438|	|105511
~~2438|	|106333
~~2438|	|272253
~~2439|	|102712
~~2439|	|103326
~~2439|	|104289
~~2439|	|104694
~~2440|	|106334
~~2440|	|106729
~~2440|	|107876
~~2441|	|103720
~~2441|	|105825
~~2441|	|106019
~~2442|	|108041
~~2443|	|73210
~~2443|	|108041
~~2444|	|104727
~~2445|	|106993
~~2446|	|105511
~~2447|	|77020
~~2448|	|267147
~~2449|	|272144
~~2449|	|272145
~~2450|	|267191
~~2451|	|267192
~~2452|	|272146
~~2453|	|72963
~~2454|	|75698
~~2454|	|77020
~~2454|	|78168
~~2454|	|78237
~~2454|	|78527
~~2454|	|104727
~~2454|	|105511
~~2454|	|105825
~~2454|	|106993
~~2454|	|107876
~~2454|	|268306
~~2454|	|268307
~~2454|	|268312
~~2455|	|72963
~~2456|	|56922
~~2456|	|58914
~~2456|	|59050
~~2456|	|59129
~~2456|	|62510
~~2456|	|62670
~~2457|	|56922
~~2457|	|58914
~~2457|	|59050
~~2457|	|59129
~~2457|	|62510
~~2457|	|62670
~~2458|	|38420
~~2458|	|50288
~~2458|	|56922
~~2458|	|58914
~~2458|	|63075
~~2459|	|63075
~~2459|	|63419
~~2460|	|105511
~~2460|	|106333
~~2461|	|75063
~~2461|	|75698
~~2461|	|77740
~~2461|	|78238
~~2461|	|78528
~~2462|	|74414
~~2462|	|74791
~~2462|	|76333
~~2462|	|77804
~~2462|	|78007
~~2462|	|78041
~~2462|	|78168
~~2462|	|78186
~~2462|	|109467
~~2462|	|268308
~~2462|	|268309
~~2462|	|291099
~~2463|	|103720
~~2463|	|108041
~~2464|	|102712
~~2464|	|106334
~~2465|	|104727
~~2465|	|105511
~~2465|	|106993
~~2466|	|77020
~~2466|	|103326
~~2466|	|104289
~~2466|	|104694
~~2466|	|106729
~~2467|	|73210
~~2467|	|98817
~~2467|	|98839
~~2467|	|98858
~~2467|	|98866
~~2467|	|267147
~~2467|	|267166
~~2467|	|267191
~~2467|	|267192
~~2468|	|77020
~~2468|	|102711
~~2468|	|106333
~~2469|	|77020
~~2469|	|102711
~~2469|	|106333
~~2470|	|75063
~~2470|	|75698
~~2470|	|77740
~~2470|	|78238
~~2470|	|78528
~~2470|	|268310
~~2470|	|268312
~~2470|	|268314
~~2470|	|268315
~~2470|	|268317
~~2470|	|268318
~~2472|	|74414
~~2472|	|74791
~~2472|	|76333
~~2472|	|77804
~~2472|	|78007
~~2472|	|78041
~~2472|	|78168
~~2472|	|78186
~~2472|	|109467
~~2472|	|267147
~~2472|	|267166
~~2472|	|267191
~~2472|	|267192
~~2472|	|268308
~~2472|	|268309
~~2472|	|272146
~~2472|	|291099
~~2473|	|74414
~~2473|	|74791
~~2473|	|268308
~~2473|	|268309
~~2474|	|75063
~~2474|	|77740
~~2475|	|75698
~~2476|	|78238
~~2476|	|78528
~~2477|	|76333
~~2477|	|291099
~~2478|	|77804
~~2478|	|78007
~~2478|	|78041
~~2478|	|78168
~~2478|	|78186
~~2479|	|126809
~~2479|	|132933
~~2479|	|133532
~~2479|	|135925
~~2481|	|137844
~~2481|	|138034
~~2481|	|150974
~~2482|	|292541
~~2483|	|292541
~~2484|	|292542
~~2485|	|292541
~~2486|	|292541
~~2487|	|292541
~~2488|	|313044
~~2489|	|313044
~~2490|	|313044
~~2491|	|313044
~~2492|	|313044
~~2493|	|313044
~~2494|	|299980
~~2494|	|299982
~~2494|	|299983
~~2494|	|299984
~~2494|	|299985
~~2494|	|299990
~~2494|	|299991
~~2494|	|299992
~~2495|	|292559
~~2495|	|292562
~~2495|	|292563
~~2496|	|292547
~~2496|	|292549
~~2496|	|292552
~~2496|	|292554
~~2496|	|292555
~~2496|	|292556
~~2496|	|292557
~~2496|	|292558
~~2496|	|292559
~~2496|	|292560
~~2496|	|292561
~~2496|	|292562
~~2496|	|292563
~~2496|	|292566
~~2497|	|292547
~~2497|	|292550
~~2497|	|292551
~~2497|	|292553
~~2497|	|292564
~~2497|	|292565
~~2498|	|299980
~~2498|	|299986
~~2498|	|299987
~~2498|	|299988
~~2498|	|299989
~~2498|	|299993
~~2499|	|292549
~~2499|	|292552
~~2499|	|292554
~~2499|	|292555
~~2499|	|292556
~~2499|	|292557
~~2499|	|292558
~~2499|	|292559
~~2499|	|292560
~~2499|	|292561
~~2499|	|292562
~~2499|	|292563
~~2499|	|292566
~~2500|	|292541
~~2501|	|292542
~~2503|	|299982
~~2503|	|299983
~~2503|	|299984
~~2503|	|299985
~~2503|	|299990
~~2503|	|299991
~~2503|	|299992
~~2504|	|292541
~~2505|	|292543
~~2507|	|306651
~~2507|	|306657
~~2507|	|306658
~~2507|	|306659
~~2507|	|306660
~~2507|	|306661
~~2507|	|306662
~~2507|	|306663
~~2507|	|306664
~~2507|	|306665
~~2507|	|306666
~~2507|	|306667
~~2508|	|292541
~~2509|	|292544
~~2511|	|306650
~~2511|	|306651
~~2511|	|306657
~~2511|	|306658
~~2511|	|306659
~~2511|	|306660
~~2511|	|306661
~~2511|	|306662
