3|	|0|	|0|	|2006-08-29 11:28:18.713
~~282|	|0|	|0|	|2006-08-29 11:28:18.713
~~329|	|0|	|0|	|2006-08-29 11:28:18.713
~~332|	|0|	|0|	|2006-08-29 11:28:18.713
~~504|	|0|	|0|	|2006-08-29 11:28:18.713
~~667|	|0|	|0|	|2006-08-29 11:28:18.713
~~742|	|0|	|0|	|2006-08-29 11:28:18.713
~~812|	|0|	|0|	|2006-08-29 11:28:18.713
~~1206|	|0|	|0|	|2006-08-29 11:28:18.713
~~1282|	|0|	|0|	|2006-08-29 11:28:18.713
~~1388|	|0|	|0|	|2006-08-29 11:28:18.713
~~1459|	|0|	|0|	|2006-08-29 11:28:18.713
~~1496|	|0|	|0|	|2006-08-29 11:28:18.713
~~1501|	|0|	|0|	|2006-08-29 11:28:18.713
~~5813|	|0|	|0|	|2006-08-29 11:28:18.713
~~5833|	|0|	|0|	|2006-08-29 11:28:18.713
~~5847|	|0|	|0|	|2006-08-29 11:28:18.713
~~6562|	|0|	|0|	|2006-08-29 11:28:18.713
~~6570|	|0|	|0|	|2006-08-29 11:28:18.713
~~7213|	|0|	|0|	|2006-08-29 11:28:18.713
~~7465|	|0|	|0|	|2006-08-29 11:28:18.713
~~8438|	|0|	|0|	|2006-08-29 11:28:18.713
~~8457|	|0|	|0|	|2006-08-29 11:28:18.713
~~8476|	|0|	|0|	|2006-08-29 11:28:18.713
~~8572|	|0|	|0|	|2006-08-29 11:28:18.713
~~9633|	|0|	|0|	|2006-08-29 11:28:18.713
~~9810|	|0|	|0|	|2006-08-29 11:28:18.713
~~9928|	|0|	|0|	|2006-08-29 11:28:18.713
~~11515|	|0|	|0|	|2006-08-29 11:28:18.713
~~11624|	|0|	|0|	|2006-08-29 11:28:18.713
~~12925|	|0|	|0|	|2006-08-29 11:28:18.713
~~13864|	|0|	|0|	|2006-08-29 11:28:18.713
~~14009|	|0|	|0|	|2006-08-29 11:28:18.713
~~14844|	|0|	|0|	|2006-08-29 11:28:18.713
~~14890|	|0|	|0|	|2006-08-29 11:28:18.713
~~15090|	|0|	|0|	|2006-08-29 11:28:18.713
~~15105|	|0|	|0|	|2006-08-29 11:28:18.713
~~15174|	|0|	|0|	|2006-08-29 11:28:18.713
~~15183|	|0|	|0|	|2006-08-29 11:28:18.713
~~15513|	|0|	|0|	|2006-08-29 11:28:18.713
~~15822|	|0|	|0|	|2006-08-29 11:28:18.713
~~16135|	|0|	|0|	|2006-08-29 11:28:18.713
~~16643|	|0|	|0|	|2006-08-29 11:28:18.713
~~17463|	|0|	|0|	|2006-08-29 11:28:18.713
~~17496|	|0|	|0|	|2006-08-29 11:28:18.713
~~17526|	|0|	|0|	|2006-08-29 11:28:18.713
~~17586|	|0|	|0|	|2006-08-29 11:28:18.713
~~19441|	|0|	|0|	|2006-08-29 11:28:18.713
~~20587|	|0|	|0|	|2006-08-29 11:28:18.713
~~20800|	|0|	|0|	|2006-08-29 11:28:18.713
~~20807|	|0|	|0|	|2006-08-29 11:28:18.713
~~20927|	|0|	|0|	|2006-08-29 11:28:18.713
~~21107|	|0|	|0|	|2006-08-29 11:28:18.713
~~21125|	|0|	|0|	|2006-08-29 11:28:18.713
~~22077|	|0|	|0|	|2006-08-29 11:28:18.713
~~23095|	|0|	|0|	|2006-08-29 11:28:18.713
~~23137|	|0|	|0|	|2006-08-29 11:28:18.713
~~23142|	|0|	|0|	|2006-08-29 11:28:18.713
~~23150|	|0|	|0|	|2006-08-29 11:28:18.713
~~23193|	|0|	|0|	|2006-08-29 11:28:18.713
~~24534|	|0|	|0|	|2006-08-29 11:28:18.713
~~24624|	|0|	|0|	|2006-08-29 11:28:18.713
~~24651|	|0|	|0|	|2006-08-29 11:28:18.713
~~24785|	|0|	|0|	|2006-08-29 11:28:18.713
~~26698|	|0|	|0|	|2006-08-29 11:28:18.713
~~26704|	|0|	|0|	|2006-08-29 11:28:18.713
~~26798|	|0|	|0|	|2006-08-29 11:28:18.713
~~27461|	|0|	|0|	|2006-08-29 11:28:18.713
~~28660|	|0|	|0|	|2006-08-29 11:28:18.713
~~30858|	|0|	|0|	|2006-08-29 11:28:18.713
~~32520|	|0|	|0|	|2006-08-29 11:28:18.713
~~32525|	|0|	|0|	|2006-08-29 11:28:18.713
~~32546|	|0|	|0|	|2006-08-29 11:28:18.713
~~32555|	|0|	|0|	|2006-08-29 11:28:18.713
~~32652|	|0|	|0|	|2006-08-29 11:28:18.713
~~32828|	|0|	|0|	|2006-08-29 11:28:18.713
~~32870|	|0|	|0|	|2006-08-29 11:28:18.713
~~32873|	|0|	|0|	|2006-08-29 11:28:18.713
~~33081|	|0|	|0|	|2006-08-29 11:28:18.713
~~33394|	|0|	|0|	|2006-08-29 11:28:18.713
~~34404|	|0|	|0|	|2006-08-29 11:28:18.713
~~35482|	|0|	|0|	|2006-08-29 18:49:18.363
~~35717|	|0|	|0|	|2006-08-29 18:51:17.413
~~36355|	|0|	|0|	|2006-08-29 18:56:14.947
~~36934|	|0|	|0|	|2006-08-29 19:00:43.790
~~37145|	|0|	|0|	|2006-08-29 19:02:24.870
~~37670|	|0|	|0|	|2006-08-29 19:06:28.810
~~38122|	|0|	|0|	|2006-08-29 19:10:01.187
~~38420|	|0|	|0|	|2006-08-29 19:12:22.467
~~40598|	|0|	|0|	|2006-08-29 19:29:50.113
~~40808|	|0|	|0|	|2006-08-29 19:31:33.287
~~41445|	|0|	|0|	|2006-08-29 19:36:39.180
~~41947|	|0|	|0|	|2006-08-29 19:40:34.743
~~43235|	|0|	|0|	|2006-08-29 19:50:43.217
~~44248|	|0|	|0|	|2006-08-29 19:58:37.237
~~46010|	|0|	|0|	|2006-08-29 20:12:44.397
~~48133|	|0|	|0|	|2006-08-29 20:30:04.967
~~49501|	|0|	|0|	|2006-08-29 20:41:50.877
~~50288|	|0|	|0|	|2006-08-29 20:48:27.333
~~50917|	|0|	|0|	|2006-08-29 20:53:42.583
~~52717|	|0|	|0|	|2006-08-29 21:09:13.403
~~54002|	|0|	|0|	|2006-08-29 21:20:30.000
~~54496|	|0|	|0|	|2006-08-29 21:24:52.970
~~55143|	|0|	|0|	|2006-08-29 21:30:42.410
~~55401|	|0|	|0|	|2006-08-29 21:33:10.037
~~56922|	|0|	|0|	|2006-08-29 21:46:47.590
~~57584|	|0|	|0|	|2006-08-29 21:52:44.967
~~57605|	|0|	|0|	|2006-08-29 21:52:56.030
~~58213|	|0|	|0|	|2006-08-29 21:58:26.623
~~58335|	|0|	|0|	|2006-08-29 21:59:32.220
~~58487|	|0|	|0|	|2006-08-29 22:01:01.157
~~58577|	|0|	|0|	|2006-08-29 22:01:49.673
~~58608|	|0|	|0|	|2006-08-29 22:02:08.330
~~58645|	|0|	|0|	|2006-08-29 22:02:27.517
~~58856|	|0|	|0|	|2006-08-29 22:04:29.003
~~58888|	|0|	|0|	|2006-08-29 22:04:45.800
~~58914|	|0|	|0|	|2006-08-29 22:04:59.517
~~59050|	|0|	|0|	|2006-08-29 22:06:16.363
~~59129|	|0|	|0|	|2006-08-29 22:06:57.690
~~59145|	|0|	|0|	|2006-08-29 22:07:08.690
~~59909|	|0|	|0|	|2006-08-29 22:14:06.117
~~60378|	|0|	|0|	|2006-08-29 22:18:23.883
~~60711|	|0|	|0|	|2006-08-29 22:21:29.430
~~61417|	|0|	|0|	|2006-08-29 22:28:02.620
~~62152|	|0|	|0|	|2006-08-29 22:34:55.093
~~62444|	|0|	|0|	|2006-08-29 22:37:40.687
~~62448|	|0|	|0|	|2006-08-29 22:37:43.047
~~62510|	|0|	|0|	|2006-08-29 22:38:37.170
~~62618|	|0|	|0|	|2006-08-29 22:39:38.797
~~62639|	|0|	|0|	|2006-08-29 22:39:50.953
~~62670|	|0|	|0|	|2006-08-29 22:40:10.173
~~62703|	|0|	|0|	|2006-08-29 22:40:28.390
~~62800|	|0|	|0|	|2006-08-29 22:41:24.470
~~63075|	|0|	|0|	|2006-08-29 22:43:59.550
~~63357|	|0|	|0|	|2006-08-29 22:46:41.627
~~63376|	|0|	|0|	|2006-08-29 22:46:52.330
~~63419|	|0|	|0|	|2006-08-29 22:47:18.173
~~63600|	|0|	|0|	|2006-08-29 22:49:00.347
~~63873|	|0|	|0|	|2006-08-29 22:52:00.910
~~64080|	|0|	|0|	|2006-08-29 22:54:01.067
~~64103|	|0|	|0|	|2006-08-29 22:54:13.710
~~64121|	|0|	|0|	|2006-08-29 22:54:23.803
~~64164|	|0|	|0|	|2006-08-29 22:54:49.257
~~64189|	|0|	|0|	|2006-08-29 22:55:03.367
~~64210|	|0|	|0|	|2006-08-29 22:55:15.083
~~64216|	|0|	|0|	|2006-08-29 22:55:18.600
~~64232|	|0|	|0|	|2006-08-29 22:55:27.617
~~64339|	|0|	|0|	|2006-08-29 22:56:28.943
~~64352|	|0|	|0|	|2006-08-29 22:56:38.867
~~64366|	|0|	|0|	|2006-08-29 22:56:47.023
~~64396|	|0|	|0|	|2006-08-29 22:57:03.913
