~~2027|	|UP2-Primary Field Operator - 52|	|UP2 - Primary Field Operator - 52|	|3|	|1|	|58|	|UP2 - Primary|	|1|	|0|	|
~~2028|	|UP2-Secondary Field Operator - Plant 54|	|UP2 - Secondary Field Operator - Plant 54|	|3|	|0|	|58|	|UP2 - Secondary|	|1|	|0|	|
~~2029|	|Ext-Millennium CRO|	|Control Room Operator 85/86|	|3|	|0|	|58|	|Extraction - Millennium|	|1|	|0|	|
~~2031|	|Ext-Secondary Plant 4 CRO|	|Extraction - Secondary Plant 4 CRO|	|3|	|0|	|58|	|Extraction - Secondary|	|1|	|0|	|
~~2032|	|UP1-Secondary Boardman|	|UP1 - Secondary Boardman|	|3|	|0|	|58|	|UP1 - Secondary|	|1|	|0|	|
~~2033|	|UPS1 - Plants 8/9/10 Boardman|	|UPS - Plants 8/9/10|	|3|	|0|	|58|	|UPG - Sulphur|	|1|	|0|	|226
~~2034|	|UP1-Coker Boardman|	|UP1 - Coker Boardman|	|3|	|1|	|58|	|UP1 - Coker|	|1|	|0|	|
~~2035|	|UP2-Coker Boardman|	|UP2  - Coker Boardman|	|3|	|0|	|58|	|UP2 - Coker|	|1|	|0|	|
~~2036|	|UP2-Primary Boardman|	|UP2 - Primary Boardman|	|3|	|0|	|58|	|UP2 - Primary|	|1|	|0|	|
~~2037|	|UP2-Secondary Boardman|	|UP2 - Secondary Boardman|	|3|	|0|	|58|	|UP2 - Secondary|	|1|	|0|	|
~~2038|	|Ext-Secondary Supervisor|	|Extraction - Secondary Supervisor|	|3|	|0|	|51|	|Extraction - Secondary|	|1|	|0|	|
~~2039|	|UP1-Secondary Supervisor|	|UP1 - Secondary Supervisor|	|3|	|1|	|51|	|UP1 - Secondary|	|1|	|0|	|
~~2040|	|UP1-Primary Supervisor|	|UP1 - Primary Supervisor|	|3|	|1|	|51|	|UP1 - Primary|	|1|	|0|	|
~~2041|	|UP1-Coker Supervisor|	|UP1 - Coker Supervisor|	|3|	|1|	|51|	|UP1 - Coker|	|1|	|0|	|
~~2042|	|UP2-Coker Supervisor|	|UP2 - Coker Supervisor|	|3|	|1|	|51|	|UP2 - Coker|	|1|	|0|	|
~~2043|	|UP2-Primary Supervisor|	|UP2 - Primary Supervisor|	|3|	|0|	|51|	|UP2 - Primary|	|1|	|0|	|
~~2044|	|UP2-Secondary Supervisor|	|UP2 - Secondary Supervisor|	|3|	|1|	|51|	|UP2 - Secondary|	|1|	|0|	|
~~2046|	|Ext-Secondary UL|	|Extraction - Secondary UL|	|3|	|0|	|98|	|Extraction - Secondary|	|1|	|0|	|
~~2047|	|Ext-Secondary IPS|	|Extraction-Secondary IPS|	|3|	|0|	|58|	|Extraction - Secondary|	|1|	|0|	|
~~2048|	|Ext-Secondary Plant 87 CRO|	|Extraction-Secondary Plant 87 CRO|	|3|	|0|	|58|	|Extraction - Secondary|	|1|	|0|	|
~~2049|	|Ext-Secondary Birds|	|Extraction-Secondary Birds|	|3|	|0|	|58|	|Extraction - Secondary|	|1|	|0|	|
~~2050|	|Ext-Secondary Westfalia|	|Extraction-Secondary Westfalia|	|3|	|0|	|58|	|Extraction - Secondary|	|1|	|0|	|
~~2051|	|Ext-Primary Unit Leader 82|	|Plant 82 Unit Leader|	|3|	|0|	|98|	|Extraction - Primary|	|1|	|0|	|
~~2052|	|Ext-Primary Unit Leader 300|	|Plant 300 Unit Leader|	|3|	|0|	|98|	|Extraction - Primary|	|1|	|0|	|
~~2053|	|Ext-Primary Wet End|	|Plant 82 Wet End Operator|	|3|	|0|	|58|	|Extraction - Primary|	|1|	|0|	|
~~2054|	|Ext-Primary Dry End|	|Plant 82 Dry End Operator|	|3|	|0|	|58|	|Extraction - Primary|	|1|	|0|	|
~~2055|	|Ext-Primary Gypsum Plant|	|Plant 300 Gypsum Plant Operator|	|3|	|0|	|58|	|Extraction - Primary|	|1|	|0|	|
~~2056|	|Ext-Primary Area|	|Plant 300 Area Operator|	|3|	|0|	|58|	|Extraction - Primary|	|1|	|0|	|
~~2057|	|Ext-Primary FTPH 300|	|Plant 300 Final Tails Pumhouse Operator|	|3|	|0|	|58|	|Extraction - Primary|	|1|	|0|	|
~~2058|	|Ext-Primary FTPH 3|	|Plant 3 Final Tails Pumhouse Operator|	|3|	|0|	|58|	|Extraction - Primary|	|1|	|0|	|
~~2059|	|Ext-Primary Utilities 3/82/300|	|Plant 3 and Plant 82 Utilities Operator|	|3|	|0|	|58|	|Extraction - Primary|	|1|	|0|	|
~~2060|	|Ext-Primary Utilities 300|	|Plant 300 Utilities Operator|	|3|	|1|	|58|	|Extraction - Primary|	|1|	|0|	|
~~2061|	|Ext-Primary CRO|	|Plant 3,82,300 Control Room Operator|	|3|	|0|	|58|	|Extraction - Primary|	|1|	|0|	|
~~2062|	|Ext-Millennium AREA|	|Area Operator|	|3|	|0|	|58|	|Extraction - Millennium|	|1|	|0|	|
~~2063|	|Ext-Millennium FTPH|	|Final Tails Pumphouse Operator|	|3|	|0|	|58|	|Extraction - Millennium|	|1|	|0|	|
~~2064|	|Ext-Millennium Utilities|	|Utilities Operator|	|3|	|0|	|58|	|Extraction - Millennium|	|1|	|0|	|
~~2065|	|Ext-Millennium U.L.|	|Unit Leader|	|3|	|0|	|98|	|Extraction - Millennium|	|1|	|0|	|
~~2066|	|UP2 Area Manager|	|UP2 Area Manager|	|3|	|0|	|95|	|UP2 - General|	|1|	|0|	|
~~2067|	|UP2 - Coker Unit Leader|	|UP2 - Coker Unit Leader|	|3|	|0|	|98|	|UP2 - Coker|	|1|	|0|	|
~~2068|	|UP2 - Primary Unit Leader|	|UP2 - Primary Unit Leader|	|3|	|0|	|98|	|UP2 - Primary|	|1|	|0|	|
~~2069|	|UP2 - Secondary Unit Leader|	|UP2 - Secondary Unit Leader|	|3|	|0|	|98|	|UP2 - Secondary|	|1|	|0|	|
~~2070|	|UP1- Primary Field Operator Plant 25|	|UP1- Primary Field Operator Plant 25|	|3|	|0|	|58|	|UP1 - Primary|	|1|	|0|	|
~~2071|	|UP1 - Secondary Operator Plant 6|	|UP1 - Secondary Operator Plant 6|	|3|	|0|	|58|	|UP1 - Secondary|	|1|	|0|	|
~~2072|	|UP1 - Secondary Operator Plant 7|	|UP1 - Secondary Operator Plant 7|	|3|	|0|	|58|	|UP1 - Secondary|	|1|	|0|	|
