~~587|	|101|	|5|	|16|	|
~~588|	|101|	|6|	|18|	|17
~~589|	|101|	|7|	|20|	|
~~590|	|102|	|2|	|2|	|4
~~591|	|102|	|3|	|6|	|
~~592|	|102|	|4|	|10|	|8
~~593|	|102|	|5|	|16|	|
~~594|	|102|	|6|	|18|	|17
~~595|	|102|	|7|	|19|	|
~~596|	|103|	|2|	|2|	|4
~~597|	|103|	|3|	|6|	|
~~598|	|103|	|4|	|10|	|8
~~599|	|103|	|5|	|16|	|
~~600|	|103|	|6|	|18|	|17
~~601|	|103|	|7|	|19|	|
~~602|	|104|	|2|	|4|	|3
~~603|	|104|	|3|	|6|	|
~~604|	|104|	|4|	|8|	|7
~~605|	|104|	|5|	|16|	|
~~606|	|104|	|6|	|18|	|17
~~607|	|104|	|7|	|20|	|
~~608|	|106|	|2|	|3|	|
~~609|	|106|	|3|	|6|	|
~~610|	|106|	|4|	|7|	|
~~611|	|106|	|5|	|16|	|
~~612|	|106|	|6|	|17|	|
~~613|	|106|	|7|	|20|	|
~~614|	|106|	|8|	|21|	|
~~615|	|107|	|2|	|3|	|
~~616|	|107|	|3|	|6|	|
~~617|	|107|	|4|	|7|	|
~~618|	|107|	|5|	|16|	|
~~619|	|107|	|6|	|17|	|
~~620|	|107|	|7|	|20|	|
~~621|	|107|	|8|	|21|	|
~~622|	|50|	|2|	|2|	|
~~623|	|50|	|3|	|6|	|
~~624|	|50|	|4|	|10|	|
~~625|	|50|	|5|	|16|	|
~~626|	|50|	|6|	|18|	|17
~~627|	|50|	|7|	|19|	|
~~628|	|57|	|2|	|3|	|
~~629|	|57|	|3|	|6|	|
~~630|	|57|	|4|	|7|	|
~~631|	|57|	|5|	|16|	|
~~632|	|57|	|6|	|18|	|17
~~633|	|57|	|7|	|20|	|
~~634|	|64|	|2|	|3|	|
~~635|	|64|	|3|	|6|	|
~~636|	|64|	|4|	|7|	|
~~637|	|64|	|5|	|16|	|
~~638|	|64|	|6|	|18|	|17
~~639|	|64|	|7|	|20|	|
~~640|	|71|	|2|	|3|	|
~~641|	|71|	|3|	|6|	|
~~642|	|71|	|4|	|7|	|
~~643|	|71|	|5|	|16|	|
~~644|	|71|	|6|	|18|	|17
~~645|	|71|	|7|	|20|	|
~~646|	|73|	|2|	|3|	|
~~647|	|73|	|3|	|6|	|
~~648|	|73|	|4|	|7|	|
~~649|	|73|	|5|	|16|	|
~~650|	|73|	|6|	|18|	|17
~~651|	|73|	|7|	|20|	|
~~652|	|80|	|2|	|3|	|
~~653|	|80|	|3|	|6|	|
~~654|	|80|	|4|	|7|	|
~~655|	|80|	|5|	|16|	|
~~656|	|80|	|6|	|18|	|17
~~657|	|80|	|7|	|20|	|
~~658|	|82|	|2|	|2|	|
~~659|	|82|	|3|	|6|	|
~~660|	|82|	|4|	|7|	|
~~661|	|82|	|5|	|16|	|
~~662|	|82|	|6|	|18|	|17
~~663|	|82|	|7|	|19|	|
~~664|	|84|	|2|	|3|	|
~~665|	|84|	|3|	|6|	|
~~666|	|84|	|4|	|7|	|
~~667|	|84|	|5|	|16|	|
~~668|	|84|	|6|	|18|	|17
~~669|	|84|	|7|	|20|	|
~~670|	|85|	|2|	|3|	|
~~671|	|85|	|3|	|6|	|
~~672|	|85|	|4|	|7|	|
~~673|	|85|	|5|	|16|	|
~~674|	|85|	|6|	|18|	|17
~~675|	|85|	|7|	|20|	|
~~676|	|87|	|2|	|3|	|
~~677|	|87|	|3|	|6|	|
~~678|	|87|	|4|	|7|	|
~~679|	|87|	|5|	|16|	|
~~680|	|87|	|6|	|18|	|17
~~681|	|87|	|7|	|20|	|
~~798|	|109|	|2|	|4|	|
~~799|	|109|	|4|	|8|	|
~~800|	|109|	|6|	|18|	|
~~801|	|109|	|8|	|22|	|
~~802|	|110|	|4|	|10|	|
~~803|	|110|	|6|	|18|	|17
~~804|	|118|	|8|	|26|	|
~~805|	|119|	|8|	|26|	|
~~806|	|120|	|8|	|26|	|
~~807|	|131|	|2|	|2|	|4
~~808|	|131|	|3|	|6|	|
~~809|	|131|	|4|	|10|	|8
~~810|	|131|	|5|	|16|	|
~~811|	|131|	|6|	|18|	|17
~~812|	|131|	|7|	|19|	|
~~882|	|121|	|4|	|10|	|
~~883|	|121|	|6|	|18|	|
~~884|	|122|	|2|	|3|	|
~~885|	|122|	|4|	|8|	|
~~886|	|122|	|6|	|18|	|
~~887|	|124|	|2|	|3|	|
~~888|	|129|	|2|	|3|	|
~~889|	|129|	|6|	|18|	|
~~1004|	|136|	|2|	|3|	|
~~1005|	|136|	|4|	|8|	|
~~1006|	|136|	|6|	|18|	|
~~1007|	|137|	|4|	|10|	|
~~1008|	|137|	|6|	|18|	|
~~1009|	|143|	|2|	|3|	|
~~1010|	|143|	|4|	|8|	|
~~1011|	|143|	|6|	|18|	|
~~1012|	|55|	|2|	|3|	|
~~1013|	|55|	|3|	|6|	|
~~1014|	|55|	|4|	|10|	|
~~1015|	|55|	|5|	|16|	|
~~1016|	|55|	|6|	|18|	|17
~~1017|	|55|	|7|	|19|	|
~~1018|	|55|	|8|	|23|	|
~~1019|	|62|	|2|	|3|	|
~~1020|	|62|	|3|	|6|	|
~~1021|	|62|	|4|	|8|	|7
~~1022|	|62|	|5|	|16|	|
~~1023|	|62|	|6|	|18|	|17
~~1024|	|62|	|7|	|20|	|
~~1025|	|62|	|8|	|23|	|
~~1026|	|69|	|2|	|3|	|
~~1027|	|69|	|3|	|6|	|
~~1028|	|69|	|4|	|7|	|7
~~1029|	|69|	|5|	|16|	|
~~1030|	|69|	|6|	|17|	|17
~~1031|	|69|	|7|	|20|	|
~~1032|	|78|	|2|	|3|	|
~~1033|	|78|	|3|	|6|	|
~~1034|	|78|	|4|	|7|	|7
~~1035|	|78|	|5|	|16|	|
~~1036|	|78|	|6|	|17|	|
~~1037|	|78|	|7|	|20|	|
~~1038|	|78|	|8|	|21|	|
~~1039|	|92|	|2|	|3|	|
~~1040|	|92|	|3|	|6|	|
~~1041|	|92|	|4|	|7|	|7
~~1042|	|92|	|5|	|16|	|
~~1043|	|92|	|6|	|17|	|17
~~1044|	|92|	|7|	|20|	|
~~1045|	|94|	|2|	|3|	|
~~1046|	|94|	|3|	|5|	|
~~1047|	|94|	|4|	|7|	|7
~~1048|	|94|	|5|	|15|	|
~~1049|	|94|	|6|	|17|	|17
~~1050|	|94|	|7|	|20|	|
~~1051|	|97|	|2|	|3|	|
~~1052|	|97|	|3|	|6|	|
~~1053|	|97|	|4|	|7|	|
~~1054|	|97|	|5|	|16|	|
~~1055|	|97|	|6|	|17|	|
~~1056|	|97|	|7|	|20|	|
~~1057|	|97|	|8|	|25|	|
~~1058|	|99|	|2|	|3|	|2
~~1059|	|99|	|3|	|6|	|
~~1060|	|99|	|4|	|7|	|7
~~1061|	|99|	|5|	|16|	|
~~1062|	|99|	|6|	|17|	|17
~~1063|	|99|	|7|	|20|	|
~~1064|	|99|	|8|	|23|	|
~~1065|	|132|	|2|	|3|	|
~~1066|	|132|	|6|	|17|	|
~~1067|	|132|	|8|	|25|	|
~~1068|	|133|	|8|	|21|	|
~~1069|	|134|	|8|	|28|	|
~~1070|	|135|	|8|	|28|	|
~~1125|	|53|	|2|	|2|	|
~~1126|	|53|	|4|	|10|	|
~~1127|	|53|	|6|	|18|	|17
~~1128|	|60|	|2|	|3|	|
~~1129|	|60|	|4|	|8|	|7
~~1130|	|60|	|6|	|17|	|17
~~1131|	|76|	|2|	|3|	|
~~1132|	|76|	|4|	|10|	|
~~1133|	|76|	|6|	|17|	|
~~1134|	|90|	|2|	|3|	|
~~1135|	|90|	|4|	|10|	|
~~1136|	|90|	|6|	|17|	|
~~1137|	|150|	|2|	|3|	|
~~1138|	|150|	|4|	|10|	|
~~1139|	|150|	|6|	|17|	|
~~1140|	|163|	|2|	|3|	|
~~1141|	|163|	|4|	|8|	|
~~1142|	|163|	|6|	|17|	|
~~1143|	|164|	|2|	|3|	|
~~1144|	|164|	|4|	|10|	|
~~1145|	|164|	|6|	|17|	|
~~1146|	|165|	|2|	|3|	|
~~1147|	|165|	|4|	|10|	|
~~1148|	|165|	|6|	|17|	|
~~1149|	|166|	|2|	|3|	|
~~1150|	|166|	|4|	|7|	|
~~1151|	|166|	|6|	|17|	|
~~1152|	|177|	|2|	|2|	|4
~~1153|	|177|	|3|	|6|	|
~~1154|	|177|	|4|	|10|	|8
~~1155|	|177|	|5|	|16|	|
~~1156|	|177|	|6|	|18|	|17
~~1157|	|177|	|7|	|19|	|
~~1158|	|178|	|2|	|4|	|3
~~1159|	|178|	|3|	|6|	|
~~1160|	|178|	|4|	|8|	|7
~~1161|	|178|	|5|	|16|	|
~~1162|	|178|	|6|	|18|	|17
~~1163|	|178|	|7|	|20|	|
~~1164|	|52|	|2|	|2|	|
~~1165|	|52|	|3|	|6|	|
~~1166|	|52|	|4|	|10|	|
~~1167|	|52|	|5|	|16|	|
~~1168|	|52|	|6|	|18|	|17
~~1169|	|52|	|7|	|19|	|
~~1170|	|59|	|2|	|3|	|
~~1171|	|59|	|3|	|6|	|
~~1172|	|59|	|4|	|7|	|
~~1173|	|59|	|5|	|16|	|
~~1174|	|59|	|6|	|18|	|17
~~1175|	|59|	|7|	|20|	|
~~1176|	|67|	|2|	|3|	|
~~1177|	|67|	|3|	|6|	|
~~1178|	|67|	|4|	|7|	|
~~1179|	|67|	|5|	|16|	|
~~1180|	|67|	|6|	|18|	|17
~~1181|	|67|	|7|	|20|	|
~~1182|	|75|	|2|	|3|	|
~~1183|	|75|	|3|	|6|	|
~~1184|	|75|	|4|	|7|	|
~~1185|	|75|	|5|	|16|	|
~~1186|	|75|	|6|	|17|	|17
~~1187|	|75|	|7|	|20|	|
~~1188|	|89|	|2|	|3|	|
~~1189|	|89|	|3|	|6|	|
~~1190|	|89|	|4|	|7|	|
~~1191|	|89|	|5|	|16|	|
~~1192|	|89|	|6|	|18|	|17
~~1193|	|89|	|7|	|20|	|
~~1194|	|96|	|2|	|3|	|
~~1195|	|96|	|3|	|6|	|
~~1196|	|96|	|4|	|7|	|
~~1197|	|96|	|5|	|16|	|
~~1198|	|96|	|6|	|17|	|17
~~1199|	|96|	|7|	|20|	|
~~1200|	|195|	|2|	|4|	|3
~~1201|	|195|	|4|	|8|	|7
~~1202|	|195|	|6|	|18|	|17
~~1203|	|196|	|2|	|2|	|4
~~1204|	|196|	|4|	|10|	|8
~~1205|	|196|	|6|	|18|	|17
~~1206|	|197|	|2|	|4|	|3
~~1207|	|197|	|4|	|8|	|7
~~1208|	|197|	|6|	|18|	|17
~~1209|	|198|	|2|	|2|	|3
~~1210|	|198|	|4|	|7|	|
~~1211|	|186|	|4|	|10|	|
~~1212|	|201|	|2|	|3|	|
~~1213|	|202|	|2|	|3|	|
~~1214|	|203|	|2|	|3|	|
~~1215|	|204|	|2|	|3|	|
~~1216|	|205|	|2|	|3|	|
~~1217|	|206|	|2|	|3|	|
~~1218|	|207|	|2|	|3|	|
~~1219|	|208|	|2|	|3|	|
~~1220|	|209|	|2|	|3|	|
~~1221|	|210|	|2|	|3|	|
~~1222|	|201|	|4|	|7|	|8
~~1223|	|202|	|4|	|7|	|8
~~1224|	|204|	|4|	|7|	|8
~~1225|	|205|	|4|	|7|	|8
~~1226|	|206|	|4|	|7|	|8
~~1227|	|207|	|4|	|7|	|8
~~1228|	|208|	|4|	|7|	|8
~~1229|	|209|	|4|	|7|	|8
~~1230|	|210|	|4|	|7|	|8
~~1231|	|203|	|4|	|10|	|
~~1232|	|201|	|6|	|18|	|17
~~1233|	|202|	|6|	|18|	|17
~~1234|	|203|	|6|	|18|	|17
~~1235|	|204|	|6|	|18|	|17
~~1236|	|205|	|6|	|18|	|17
~~1237|	|206|	|6|	|18|	|17
~~1238|	|207|	|6|	|18|	|17
~~1239|	|208|	|6|	|18|	|17
~~1240|	|209|	|6|	|18|	|17
~~1241|	|210|	|6|	|18|	|17
~~
