~~2795765|	|1223032|	|Bearing Oil Level(12)|	|Ok|	|64|	|2|	||	|18055|	|0
~~2795766|	|1223032|	|Trip Linkage Condition(12)|	|Ok|	|65|	|2|	||	|18056|	|0
~~2795767|	|1223032|	|TP-226A D-210 Sour Water|	|On|	|66|	|2|	||	|18057|	|0
~~2795768|	|1223032|	|Governor Oil Added(13)|	|No|	|67|	|2|	||	|18058|	|0
~~2795769|	|1223032|	|Bearing Temperature(13)|	|Ok|	|68|	|2|	||	|18059|	|0
~~2795770|	|1223032|	|Bearing Oil Level(13)|	|Ok|	|69|	|2|	||	|18060|	|0
~~2795771|	|1223032|	|Trip Linkage Condition(13)|	|Ok|	|70|	|2|	||	|18061|	|0
~~2795772|	|1223032|	|TP-262A C-262 Packing Coolant|	|Out of Service|	|71|	|2|	||	|18062|	|0
~~2795773|	|1223032|	|Governor Oil Added(14)|	|No|	|72|	|2|	||	|18063|	|0
~~2795774|	|1223032|	|Bearing Temperature(14)|	|Ok|	|73|	|2|	||	|18064|	|0
~~2795775|	|1223032|	|Bearing Oil Level(14)|	|Ok|	|74|	|2|	||	|18065|	|0
~~2795776|	|1223032|	|Trip Linkage Condition(14)|	|Ok|	|75|	|2|	||	|18066|	|0
~~2795777|	|1223032|	|TB-202 Air Preheat FD Fan|	|On|	|76|	|2|	||	|18067|	|0
~~2795778|	|1223032|	|Governor Oil Added(15)|	|No|	|77|	|2|	||	|18068|	|0
~~2795779|	|1223032|	|Bearing Temperature(15)|	|Ok|	|78|	|2|	||	|18069|	|0
~~2795780|	|1223032|	|Bearing Oil Level(15)|	|Ok|	|79|	|2|	||	|18070|	|0
~~2795781|	|1223032|	|Trip Linkage Condition(15)|	|Ok|	|80|	|2|	||	|18071|	|0
~~2795782|	|1223032|	|TB-202A Air Preheat FD Fan|	|On|	|81|	|2|	||	|18072|	|0
~~2795783|	|1223032|	|Governor Oil Added(16)|	|No|	|82|	|2|	||	|18073|	|0
~~2795784|	|1223032|	|Bearing Temperature(16)|	|Ok|	|83|	|2|	||	|18074|	|0
~~2795785|	|1223032|	|Bearing Oil Level(16)|	|Ok|	|84|	|2|	||	|18075|	|0
~~2795786|	|1223032|	|Trip Linkage Condition(16)|	|Ok|	|85|	|2|	||	|18076|	|0
~~2795787|	|1223032|	|TP-401A R-401 Feed Pump|	|Out of Service|	|86|	|2|	||	|18077|	|0
~~2795788|	|1223032|	|Governor Oil Added(17)|	|No|	|87|	|2|	||	|18078|	|0
~~2795789|	|1223032|	|Bearing Temperature(17)|	|Ok|	|88|	|2|	||	|18079|	|0
~~2795790|	|1223032|	|Bearing Oil Level(17)|	|Ok|	|89|	|2|	||	|18080|	|0
~~2795791|	|1223032|	|Trip Linkage Condition(17)|	|Ok|	|90|	|2|	||	|18081|	|0
~~2795792|	|1223032|	|28-C-202A S/D Bypass|	|Off|	|92|	|2|	||	|18083|	|0
~~2795793|	|1223032|	|TC-202A|	|Out of Service|	|93|	|2|	||	|18084|	|0
~~2795794|	|1223032|	|Trip Linkage Condition|	|Ok|	|94|	|2|	||	|18085|	|0
~~2795795|	|1223032|	|Bearing Temperature|	|Ok|	|95|	|2|	||	|18086|	|0
~~2795796|	|1223032|	|Bearing Oil Level|	|Ok|	|96|	|2|	||	|18087|	|0
~~2795797|	|1223032|	|Crankcase Oil Added|	|No|	|97|	|2|	||	|18088|	|0
~~2795798|	|1223032|	|Governor Oil Added|	|No|	|98|	|2|	||	|18089|	|0
~~2795799|	|1223032|	|Gear Box Oil Added|	|No|	|99|	|2|	||	|18090|	|0
~~2795800|	|1223032|	|Watchman Oil Added|	|Yes|	|100|	|2|	||	|18091|	|0
~~2795801|	|1223032|	|Coolant Color|	|Ok|	|101|	|2|	||	|18092|	|0
~~2795802|	|1223032|	|Packing Coolant Added A&B|	|No|	|102|	|2|	||	|18093|	|0
~~2795803|	|1223032|	|Unusual Amount of Liquid Drained|	|No|	|103|	|2|	||	|18094|	|0
~~2795804|	|1223032|	|28-C-202B|	|On|	|104|	|2|	||	|18095|	|0
~~2795805|	|1223032|	|Shutdown Bypass(1)|	|Off|	|105|	|2|	||	|18096|	|0
~~2795806|	|1223032|	|Crankcase Oil Added(1)|	|No|	|106|	|2|	||	|18097|	|0
~~2795807|	|1223032|	|Watchman Oil Added(1)|	|Yes|	|107|	|2|	||	|18098|	|0
~~2795808|	|1223032|	|Coolant Color(1)|	|Ok|	|108|	|2|	||	|18099|	|0
~~2795809|	|1223032|	|Unusual Amount of Liquid Drained(1)|	|No|	|109|	|2|	||	|18100|	|0
~~2795810|	|1223032|	|28-C-262|	|On|	|110|	|2|	||	|18101|	|0
~~2795811|	|1223032|	|Shutdown Bypass(2)|	|Off|	|111|	|2|	||	|18102|	|0
~~2795812|	|1223032|	|Crankcase Oil Added(2)|	|No|	|112|	|2|	||	|18103|	|0
~~2795813|	|1223032|	|Watchman Oil Added(2)|	|Yes|	|113|	|2|	||	|18104|	|0
~~2795814|	|1223032|	|Coolant Color(2)|	|Ok|	|114|	|2|	||	|18105|	|0
~~2795815|	|1223032|	|Packing Coolant Added(2)|	|No|	|115|	|2|	||	|18106|	|0
~~2795816|	|1223032|	|Unusual Amount of Liquid Drained(2)|	|No|	|116|	|2|	||	|18107|	|0
~~2795817|	|1222596|	|Lead Tech|	|Chris Palmeter|	|0|	|2|	||	|13476|	|0
~~2795818|	|1222596|	|Outside Tech P&S|	|Wayne Stewart|	|1|	|2|	||	|13477|	|0
~~2795819|	|1222596|	|WWTP Technician|	|Colin Bowen|	|2|	|2|	||	|13478|	|0
~~2795820|	|1222596|	|Dock Tech|	|Jason Nash|	|3|	|2|	||	|13479|	|0
~~2795821|	|1222596|	|Sick|	|Jeremy Kerr|	|10|	|2|	||	|13486|	|0
~~2795822|	|1222596|	|Off on a Mutual|	|Greg Alexander|	|14|	|2|	||	|13490|	|0
~~2795845|	|1223036|	|Filter Operations- Mode eg. 4 into 2|	|4 into2|	|0|	|0|	||	|15303|	|0
~~2795846|	|1223036|	|Dewax Charge Stock|	|350N|	|1|	|2|	||	|15304|	|0
~~2795847|	|1223036|	|Total Wash Solvent|	||	|3|	|1|	|8.006000|	|15306|	|1
~~2795848|	|1223036|	|Repulp Solvent|	||	|4|	|1|	|3.474000|	|15307|	|1
~~2795849|	|1223036|	|Repulp Filter Feed Temp (oF)|	||	|5|	|1|	|-2.201000|	|15308|	|1
~~2795850|	|1223036|	|Dilchill Speed- RPM|	||	|6|	|1|	|125.000000|	|15309|	|0
~~2795851|	|1223036|	|Slurry Temp. (should be under 30F)|	||	|7|	|1|	|32.676000|	|15310|	|1
~~2795852|	|1223036|	|#1 Filter- Wash Flow in Units|	||	|8|	|1|	|2.500000|	|15311|	|0
~~2795853|	|1223036|	|#1 Filter Vat Level|	||	|9|	|1|	|30.000000|	|15312|	|0
~~2795854|	|1223036|	|#1 Filter Speed- Units|	||	|10|	|1|	|2.000000|	|15313|	|0
~~2795855|	|1223036|	|#1 Filter Double Bottomsø|	|no|	|11|	|0|	||	|15314|	|0
~~2795856|	|1223036|	|#1 Filter % of Side Vacuum Open|	||	|12|	|1|	|100.000000|	|15315|	|0
~~2795857|	|1223036|	|% of Top Vacuum Open|	||	|13|	|1|	|50.000000|	|15316|	|0
~~2795858|	|1223036|	|Top Vacuum Gauge #1 Filter|	||	|14|	|1|	|14.000000|	|20545|	|0
~~2795859|	|1223036|	|#1 Filter # of Washes|	||	|17|	|1|	|1.000000|	|15317|	|0
~~2795860|	|1223036|	|#2 Filter Wash Flows- (units)|	||	|18|	|1|	|2.500000|	|15318|	|0
~~2795861|	|1223036|	|#2 Filter Speed in Units|	||	|19|	|1|	|2.000000|	|15319|	|0
~~2795862|	|1223036|	|#2 Filter Vat Level %|	||	|20|	|1|	|35.000000|	|15320|	|0
~~2795863|	|1223036|	|#2 Filter Double Bottoms|	|no|	|21|	|0|	||	|15321|	|0
~~2795864|	|1223036|	|#2 Filter % of Side Vacuum Open(2)|	||	|22|	|1|	|100.000000|	|15322|	|0
~~2795865|	|1223036|	|#2 Filter % of Top Vacuum Open|	||	|23|	|1|	|50.000000|	|15323|	|0
~~2795866|	|1223036|	|Top Vacuum Gauge #2 Filter|	||	|24|	|1|	|18.000000|	|20548|	|0
~~2795867|	|1223036|	|Side Vacuum Gauge #2 Filter|	||	|25|	|1|	|18.000000|	|20549|	|0
~~2795868|	|1223036|	|Bottom Vacuum Gauge- #2 Filter|	||	|26|	|1|	|20.000000|	|20550|	|0
~~2795869|	|1223036|	|#2 Filter # of Washes|	||	|27|	|1|	|4.000000|	|15324|	|0
~~2795870|	|1223036|	|#3 Filter Wash Flow in Units|	||	|28|	|1|	|2.600000|	|15325|	|0
~~2795871|	|1223036|	|#3 Filter Speed in Units|	||	|29|	|1|	|2.000000|	|15326|	|0
~~2795872|	|1223036|	|#3 Filter Vat Level %|	||	|30|	|1|	|40.000000|	|15327|	|0
~~2795873|	|1223036|	|#3 Filter Double Bottoms|	|no|	|31|	|0|	||	|15328|	|0
~~2795874|	|1223036|	|#3 Filter % of Side Vacuum Open|	||	|32|	|1|	|100.000000|	|15329|	|0
~~2795875|	|1223036|	|#3 Filter % of Top Vacuum Open(3)|	||	|33|	|1|	|50.000000|	|15330|	|0
~~2795876|	|1223036|	|Top Vacuum Gauge #3 Filter|	||	|34|	|1|	|16.000000|	|20551|	|0
~~2795877|	|1223036|	|Side Vacuum Gauge #3 Filter|	||	|35|	|1|	|18.000000|	|20552|	|0
~~2795878|	|1223036|	|Bottom Vacuum Gauge #3 Filter|	||	|36|	|1|	|20.000000|	|20553|	|0
~~2795879|	|1223036|	|#3 Filter # of Washes|	||	|37|	|1|	|4.000000|	|15331|	|0
~~2795880|	|1223036|	|#4 Filter Wash Flow|	||	|38|	|1|	|2.600000|	|15332|	|0
~~2795881|	|1223036|	|#4 Filter Speed in Units|	||	|39|	|1|	|2.000000|	|15333|	|0
~~2795882|	|1223036|	|#4 Filter Vat Level|	||	|40|	|1|	|40.000000|	|15334|	|0
~~2795883|	|1223036|	|#4 Filter Double Bottoms|	|no|	|41|	|0|	||	|15335|	|0
~~2795884|	|1223036|	|#4 Filter Destination of Btm Vacuum|	|D-302|	|42|	|2|	||	|15336|	|0
~~2795885|	|1223036|	|% of #4 Side Vacuum|	||	|43|	|1|	|100.000000|	|15337|	|0
~~2795886|	|1223036|	|Destination of Side Vacuum #4|	|D-302|	|44|	|2|	||	|15338|	|0
~~2795887|	|1223036|	|#4 Top Vacuum %|	||	|45|	|1|	|50.000000|	|15339|	|0
~~2795888|	|1223036|	|#4 Top Vacuum Destination|	|D-302|	|46|	|2|	||	|15340|	|0
~~2795889|	|1223036|	|#4 Filter is on Front or Back|	|Front End|	|47|	|2|	||	|15341|	|0
~~2795890|	|1223036|	|Top Vacuum Gauge #4 Filter|	||	|48|	|1|	|18.000000|	|20554|	|0
~~2795891|	|1223036|	|Bottom Vacuum Gauge #4 Filter|	||	|49|	|1|	|20.000000|	|20556|	|0
~~2795892|	|1223036|	|#4 Filter # of Washes|	||	|50|	|1|	|4.000000|	|15342|	|0
~~2795893|	|1223036|	|#5 Filter Wash Flow(Units)|	||	|51|	|1|	|3.200000|	|15343|	|0
~~2795894|	|1223036|	|#5 Filter Speed|	||	|52|	|1|	|1.500000|	|15344|	|0
~~2795895|	|1223036|	|#5 Filter Vat Level|	||	|53|	|1|	|30.000000|	|15345|	|0
~~2795896|	|1223036|	|#5 Filter Double Bottoms|	|no|	|54|	|0|	||	|15346|	|0
~~2795897|	|1223036|	|#5 Bottom Vacuum Destination|	|D-302|	|55|	|2|	||	|15347|	|0
~~2795898|	|1223036|	|#5 Filter Side Vacuum %|	||	|56|	|1|	|100.000000|	|15348|	|0
~~2795899|	|1223036|	|#5 Filter Side Vac Destination|	|D-302|	|57|	|2|	||	|15349|	|0
~~2795900|	|1223036|	|#5 Filter Top Vac %|	||	|58|	|1|	|.000000|	|15350|	|0
~~2795901|	|1223036|	|#5 Filter Top Vac Destination|	|D-302|	|59|	|2|	||	|15351|	|0
~~2795902|	|1223036|	|#5 Filter is on Front or Back|	|Back End|	|60|	|2|	||	|15352|	|0
~~2795903|	|1223036|	|Side Vacuum Gauge #5 Filter|	||	|62|	|1|	|18.000000|	|20558|	|0
~~2795904|	|1223036|	|Bottom Vacuum Gauge #5 Filter|	||	|63|	|1|	|20.000000|	|20559|	|0
~~2795905|	|1223036|	|#5 Filter # of Washes|	||	|64|	|1|	|2.000000|	|15353|	|0
~~2795906|	|1223036|	|#6 Filter Speed|	||	|66|	|1|	|1.400000|	|15355|	|0
~~2795907|	|1223036|	|#6 Filter Vat Level|	||	|67|	|1|	|10.000000|	|15356|	|0
~~2795908|	|1223036|	|#6 Filter Double Bottoms|	|no|	|68|	|0|	||	|15357|	|0
~~2795909|	|1223036|	|#6 Filter Btm Vac, Destination|	|D-302|	|69|	|2|	||	|15358|	|0
~~2795910|	|1223036|	|#6 Filter Side Vac % Open|	||	|70|	|1|	|100.000000|	|15359|	|0
~~2795911|	|1223036|	|#6 Filter Side Vac Destination|	|D-302|	|71|	|2|	||	|15360|	|0
~~2795912|	|1223036|	|#6 Filter Top Vac % Open|	||	|72|	|1|	|.000000|	|15361|	|0
~~2795913|	|1223036|	|#6 Filter Top Vac Destination|	|D-302|	|73|	|2|	||	|15362|	|0
~~2795914|	|1223036|	|#6 Filter- Primary or Repulp|	|Back End|	|74|	|2|	||	|15363|	|0
~~2795915|	|1223036|	|Side Vacuum Gauge #6 Filter|	|100|	|76|	|0|	||	|20561|	|0
~~2795916|	|1223036|	|Bottom Vacuum Gauge #6 Filter|	||	|77|	|1|	|19.000000|	|20562|	|0
~~2795917|	|1223036|	|#6 Filter # of Washes|	||	|78|	|1|	|1.000000|	|15364|	|0
~~2795918|	|1223036|	|Solvent in D-315|	|No|	|80|	|2|	||	|15366|	|0
~~2795919|	|1223036|	|Solvent in D-363|	|No|	|82|	|2|	||	|15368|	|0
~~2795920|	|1223036|	|Solvent in D-314|	|No|	|83|	|2|	||	|15369|	|0
~~2795921|	|1223036|	|Hydraulic Console F-301/ 303|	|No Top Up|	|84|	|2|	||	|15370|	|0
~~2795922|	|1223036|	|Hydraulic Console F-302/304|	|No Top Up|	|86|	|2|	||	|15372|	|0
~~2795923|	|1223036|	|Hydraulic Console #5 Filter|	|No Top Up|	|88|	|2|	||	|15374|	|0
~~2795924|	|1223036|	|Hydraulic Console #6 Filter|	|No Top Up|	|90|	|2|	||	|15376|	|0
~~2795925|	|1223036|	|#1 Filter Wire#1 Tension Left|	|6|	|98|	|0|	||	|15384|	|0
~~2795926|	|1223036|	|#1 Filter Wire#2 Tension Left|	|6|	|99|	|0|	||	|15385|	|0
~~2795927|	|1223036|	|#2 Filter Wire#1 Tension Left|	|4|	|100|	|0|	||	|15386|	|0
~~2795928|	|1223036|	|#2 Filter Wire#2 Tension Left|	|4|	|101|	|0|	||	|15387|	|0
~~2795929|	|1223036|	|# 3 Filter Wire#1 Tension Left|	|4|	|102|	|0|	||	|15388|	|0
~~2795930|	|1223036|	|#3 Filter Wire#2 Tension Left|	|4|	|103|	|0|	||	|15389|	|0
~~2795931|	|1223036|	|#4 Filter Wire#1 Tension Left|	|6|	|104|	|0|	||	|15390|	|0
~~2795932|	|1223036|	|#4 Filter Wire#2 Tension Left|	|6|	|105|	|0|	||	|15391|	|0
~~2795933|	|1223036|	|#5 Filter Wire#1 Tension Left|	|4|	|106|	|0|	||	|15392|	|0
~~2795934|	|1223036|	|#5 Filter Wire#2 Tension Left|	|4|	|107|	|0|	||	|15393|	|0
~~2795935|	|1223036|	|#6 Filter Wire#1 Tension Left|	|3|	|108|	|0|	||	|15394|	|0
~~2795936|	|1223036|	|#6 Filter Wire#2 Tension Left|	|4|	|109|	|0|	||	|15395|	|0
~~2795937|	|1223036|	|# 1 Filter Lubricator Top Up|	|Added Both|	|110|	|2|	||	|15396|	|0
~~2795938|	|1223036|	|#2 Filter Lubricator Top Up|	|Added Both|	|111|	|2|	||	|15397|	|0
~~2795939|	|1223036|	|#3 Filter Lubricator Top Up|	|Added Both|	|112|	|2|	||	|15398|	|0
~~2795940|	|1223036|	|#4 Filter Lubricator Top Up|	|Added Both|	|113|	|2|	||	|15399|	|0
~~2795941|	|1223036|	|#5 Filter Lubricator Top Up|	|Added Both|	|114|	|2|	||	|15400|	|0
~~2795942|	|1223036|	|#6 Filter Lubricator Top Up|	|Added Both|	|115|	|2|	||	|15401|	|0
~~2795943|	|1223036|	|#1 Filter Gearbox Top Up|	|No (top up not needed)|	|116|	|2|	||	|15402|	|0
~~2795944|	|1223036|	|#2 Filter Gearbox Top Up|	|No|	|117|	|2|	||	|15403|	|0
~~2795945|	|1223036|	|#3 Filter Gearbox Top Up|	|No|	|118|	|2|	||	|15404|	|0
~~2795946|	|1223036|	|#4 Filter Gearbox Top Up|	|No|	|119|	|2|	||	|15405|	|0
~~2795947|	|1223036|	|#5 Filter Gearbox Top Up|	|No|	|120|	|2|	||	|15406|	|0
~~2795948|	|1223036|	|#6 Filter Gearbox Top Up|	|No|	|121|	|2|	||	|15407|	|0
~~2795949|	|1223036|	|#1 Filter Auto Greaser|	|Ok|	|122|	|2|	||	|15408|	|0
~~2795950|	|1223036|	|#2 Filter Auto Greaser|	|Ok|	|123|	|2|	||	|15409|	|0
~~2795951|	|1223036|	|#3 Filter Auto Greaser|	|Ok|	|124|	|2|	||	|15410|	|0
~~2795952|	|1223036|	|#4 Filter Auto Greaser|	|Ok|	|125|	|2|	||	|15411|	|0
~~2795953|	|1223036|	|#5 Filter Auto Greaser|	|Ok|	|126|	|2|	||	|15412|	|0
~~2795954|	|1223036|	|#6 Filter Auto Greaser|	|Ok|	|127|	|2|	||	|15413|	|0
~~2795955|	|1223036|	|Dewax Charge Rate|	||	|129|	|1|	|5.604000|	|15415|	|1
~~2796103|	|1223098|	|Coker Condensate to Util, YES/NO|	|Yes|	|0|	|0|	||	|20731|	|0
~~2796126|	|1223107|	|Cycle Time, Hrs|	|14-15|	|0|	|0|	||	|14599|	|0
~~2796127|	|1223107|	|Slop Basin Pump Down, YES/NO|	|YES|	|1|	|2|	||	|14600|	|0
~~2796128|	|1223107|	|Drilling Drum, EAST/WEST|	|EAST|	|3|	|2|	||	|14602|	|0
~~2796129|	|1223107|	|Fines Basin Cleaned, YES/NO|	|NO|	|4|	|2|	||	|14603|	|0
~~2796130|	|1223107|	|Drilling Start Time, HH:MM|	|0930|	|6|	|0|	||	|14605|	|0
~~2796131|	|1223107|	|Drilling End Time, HH:MM|	|1030|	|9|	|0|	||	|14608|	|0
~~2796132|	|1223107|	|Estimated Product Quantity Left on Pad|	|1 car|	|10|	|0|	||	|14609|	|0
~~2796133|	|1223107|	|Drilling Outage|	|20'|	|12|	|0|	||	|14611|	|0
~~2796134|	|1223107|	|Drain Sequence Activated, YES/NO|	|YES|	|13|	|2|	||	|14612|	|0
~~2796135|	|1223107|	|Drilling T/O Sheet Completed, YES/NO|	|YES|	|15|	|2|	||	|14614|	|0
~~2796136|	|1223107|	|H2O Lvl Maintained Below Screens, YES/NO|	|YES|	|16|	|2|	||	|14615|	|0
~~2796137|	|1223107|	|Fall Arrest Cable Cond, GOOD/NEEDS WORK|	|GOOD|	|18|	|2|	||	|14617|	|0
~~2796138|	|1223107|	|Seals Checked, YES/NO|	|NO|	|19|	|2|	||	|14618|	|0
~~2796139|	|1223107|	|Hoist Cable Condition, GOOD/NEEDS WORK|	|GOOD|	|21|	|2|	||	|14620|	|0
~~2796140|	|1223107|	|Truck Loading, YES/NO|	|NO|	|22|	|2|	||	|14621|	|0
~~2796141|	|1223107|	|Isolation Valves Open, YES/NO|	|YES|	|24|	|2|	||	|14623|	|0
~~2796142|	|1223107|	|BOL Complete, YES/NO|	|YES|	|25|	|2|	||	|14624|	|0
~~2796143|	|1223107|	|Estimated Time to Cut Next Drum, Hrs|	|12|	|27|	|0|	||	|14626|	|0
~~2796144|	|1223107|	|# Of Full Cars in Track #3|	|9|	|29|	|0|	||	|14628|	|0
~~2796145|	|1223107|	|Coke Quality|	|soft|	|30|	|0|	||	|14629|	|0
~~2796146|	|1223107|	|# Of Full Cars in Track #4|	|0|	|32|	|0|	||	|14631|	|0
~~2796147|	|1223107|	|Air Compressor Running, YES/NO|	|NO|	|34|	|2|	||	|14633|	|0
~~2796148|	|1223107|	|Plant 13 Sump Level, %|	||	|35|	|1|	|75.000000|	|20586|	|0
~~2796149|	|1223107|	|Utility Air / Battery Limit valve|	|Open|	|36|	|2|	||	|20675|	|0
~~2796172|	|1223114|	|Crude Charge Rate|	|37,700|	|0|	|0|	||	|467|	|0
~~2796173|	|1223114|	|Tank 58 Charge|	|0|	|1|	|0|	||	|468|	|0
~~2796174|	|1223114|	|PG/Rundown|	|64-22 / TK-146|	|2|	|0|	||	|469|	|0
~~2796175|	|1223114|	|TK-140 Charge Rate to #4HDS|	|0|	|3|	|0|	||	|470|	|0
~~2796176|	|1223114|	|TK-71 Charge|	|0|	|4|	|0|	||	|471|	|0
~~2796177|	|1223118|	|Incinerator Stk SO2 67AI5B, <0.8 T/HR|	||	|0|	|1|	|.300000|	|14554|	|0
~~2796178|	|1223118|	|Incinerator Stk SO2 67AQI5B, <13.9 T/D|	||	|1|	|1|	|6.000000|	|14555|	|0
~~2796179|	|1223118|	|Incinerator Stk Temp 67TI503,  >1050øF|	||	|2|	|1|	|1029.900000|	|14556|	|0
~~2796180|	|1223118|	|Incinerator Stk O2 Trim, 67AC4, 1.5-2.0%|	||	|3|	|1|	|1.600000|	|14557|	|0
~~2796181|	|1223118|	|Sulphur Yield, 67NV100, Tonnes/Day|	||	|4|	|1|	|375.700000|	|14558|	|0
~~2796182|	|1223118|	|Sulphur Recovery Efficiency, 67AI5C, %|	||	|5|	|1|	|99.200000|	|14559|	|0
~~2796183|	|1223118|	|Lean Amine Strength, wt%|	||	|6|	|1|	|26.700000|	|14560|	|0
~~2796184|	|1223118|	|Lean Amine Loading, gr/igal|	||	|7|	|1|	|115.000000|	|14561|	|0
~~2796185|	|1223118|	|66Y15 Lean Amine Pre-Filter DP, <15 psi|	||	|8|	|1|	|1.200000|	|14562|	|0
~~2796186|	|1223118|	|SuperClaus online for entire shift, Y/N|	|YES|	|9|	|2|	||	|14563|	|0
~~2796187|	|1223118|	|Reflux Leaching Flow, USGPM|	||	|10|	|1|	|20.000000|	|14564|	|0
~~2796188|	|1223118|	|66D11 Condensate Make-Up, USGPM|	||	|11|	|1|	|22.000000|	|14565|	|0
~~2796189|	|1223119|	|Cat Charge, MBPD|	||	|0|	|1|	|41.100000|	|882|	|0
~~2796190|	|1223119|	|Riser cracking temp, øF|	||	|1|	|1|	|978.000000|	|883|	|0
~~2796191|	|1223119|	|Cat gas vap pr, PSIA|	||	|2|	|1|	|6.800000|	|884|	|0
~~2796192|	|1223119|	|Cat gas FBP, øF|	||	|3|	|1|	|412.000000|	|885|	|0
~~2796193|	|1223119|	|8F-2 outlet temp, øF|	||	|5|	|1|	|651.000000|	|887|	|0
~~2796194|	|1223119|	|LCO 90%, øF|	||	|6|	|1|	|655.000000|	|888|	|0
~~2796195|	|1223119|	|Antioxidant Rate, ML/MIN|	||	|7|	|1|	|100.000000|	|889|	|0
~~2796197|	|1223102|	|Antioxidant Rate, IN/MIN|	|8|	|3|	|0|	||	|361|	|0
~~2796198|	|1222777|	|TK 275 Lvl @ Panel, FT|	||	|0|	|1|	|4.640000|	|15099|	|0
~~2796199|	|1222777|	|TK 276 Lvl @ Panel, FT|	||	|1|	|1|	|1.500000|	|15100|	|0
~~2796200|	|1222777|	|TK 277 Lvl @ Panel, FT|	||	|2|	|1|	|6.210000|	|15101|	|0
~~2796201|	|1222777|	|TK 293 Lvl @ Panel, FT|	||	|3|	|1|	|7.110000|	|15102|	|0
~~2796202|	|1222777|	|TK 275 Lvl @ Field, FT|	||	|4|	|1|	|5.000000|	|15103|	|0
~~2796203|	|1222777|	|TK 276 Lvl @ Field, FT|	||	|5|	|1|	|1.000000|	|15104|	|0
~~2796204|	|1222777|	|TK 277 Lvl @ Field, FT|	||	|6|	|1|	|6.000000|	|15105|	|0
~~2796205|	|1222777|	|TK 293 Lvl @ Field, FT|	||	|7|	|1|	|7.000000|	|15106|	|0
~~2796206|	|1222777|	|TK 275 Pressure @ Panel, psig|	||	|8|	|1|	|46.800000|	|15107|	|0
~~2796207|	|1222777|	|TK 276 Pressure @ Panel, psig|	||	|9|	|1|	|114.000000|	|15108|	|0
~~2796208|	|1222777|	|TK 277 Pressure @ Panel, psig|	||	|10|	|1|	|112.900000|	|15109|	|0
~~2796209|	|1222777|	|TK 293 Pressure @ Panel, psig|	||	|11|	|1|	|105.000000|	|15110|	|0
~~2796210|	|1222777|	|TK 282 Pressure @ Panel, psig|	||	|12|	|1|	|38.100000|	|15111|	|0
~~2796211|	|1222777|	|TK 283 Pressure @ Panel, psig|	||	|13|	|1|	|26.600000|	|15112|	|0
~~2796212|	|1222777|	|TK 275 Pressure @ Field, psig|	||	|14|	|1|	|47.000000|	|15113|	|0
~~2796213|	|1222777|	|TK 276 Pressure @ Field, psig|	||	|15|	|1|	|115.000000|	|15114|	|0
~~2796214|	|1222777|	|TK 277 Pressure @ Field, psig|	||	|16|	|1|	|110.000000|	|15115|	|0
~~2796215|	|1222777|	|TK 293 Pressure @ Field, psig|	||	|17|	|1|	|105.000000|	|15116|	|0
~~2796216|	|1222777|	|TK 282 Pressure @ Field, psig|	||	|18|	|1|	|40.000000|	|15117|	|0
~~2796217|	|1222777|	|TK 283 Pressure @ Field, psig|	||	|19|	|1|	|30.000000|	|15118|	|0
~~2796218|	|1222777|	|C3 Bubbler Status OK, YES/NO|	|YES|	|20|	|2|	||	|15119|	|0
~~2796219|	|1222777|	|Field Pump Check, COMPLETE/NOT COMPLETE|	|COMPLETE|	|21|	|2|	||	|15120|	|0
~~2796220|	|1223140|	|Lead Tech|	|Greg Alexander|	|0|	|2|	||	|13476|	|0
~~2796221|	|1223140|	|Outside Tech P&S|	|Gerry Tymstra|	|1|	|2|	||	|13477|	|0
~~2796222|	|1223140|	|WWTP Technician|	|Chris Janssens|	|2|	|2|	||	|13478|	|0
~~2796223|	|1223140|	|Dock Tech|	|John Clarke|	|3|	|2|	||	|13479|	|0
~~2796224|	|1223140|	|Sick|	|Barry Coe|	|10|	|2|	||	|13486|	|0
~~2796225|	|1223140|	|Vacation|	|Evan Content|	|11|	|2|	||	|13487|	|0
~~2796226|	|1223140|	|Vacation(1)|	|Daniel Perl|	|12|	|2|	||	|13488|	|0
~~2796255|	|1223143|	|Plt 2 Feedrate, MBPD|	||	|0|	|1|	|32.300000|	|14641|	|0
~~2796256|	|1223143|	|Plt 2 Rich Amine Loading, Mol/Mol|	||	|1|	|1|	|.370000|	|14642|	|0
~~2796257|	|1223143|	|Plt 2 Comp Ctrl, RMT/MAN|	|REMOTE|	|2|	|2|	||	|14644|	|0
~~2796258|	|1223143|	|H2 Purge 2FI33  on Target(0.7-1), MMSCFD|	||	|3|	|1|	|.900000|	|20606|	|0
~~2796259|	|1223143|	|Plt 4 Rich Amine Loading, Mol/Mol|	||	|5|	|1|	|.320000|	|14647|	|0
~~2796260|	|1223143|	|Plt 5 Feedrate, MBPD|	||	|6|	|1|	|9.000000|	|14649|	|0
~~2796261|	|1223143|	|Plt 5 Comp Ctrl, RMT/MAN|	|REMOTE|	|7|	|2|	||	|14650|	|0
~~2796262|	|1223144|	|PG/Rundown Tank|	|146|	|0|	|0|	||	|3728|	|0
~~2796263|	|1223144|	|Tank 140 Charge|	|OFF|	|1|	|0|	||	|3729|	|0
~~2796264|	|1223144|	|TK-144 Charge Pump P-252 ON/OFF|	|ON|	|2|	|0|	||	|3730|	|0
