1|	|Millennium|	|-1|	|2014-03-25 23:34:36.560|	|0
~~2|	|Primary|	|-1|	|2014-03-25 23:34:36.560|	|0
~~3|	|Secondary|	|-1|	|2014-03-25 23:34:36.563|	|0
~~
