~~35484|	|2014-08-07 13:29:28.187|	|2014-08-07 13:29:28.187|	|8643
~~35485|	|2014-08-07 13:29:42.897|	|2014-08-07 13:29:42.897|	|8643
~~35486|	|2014-08-07 13:30:03.380|	|2014-08-07 13:30:03.380|	|8643
~~35487|	|2014-08-07 13:30:18.170|	|2014-08-07 13:30:18.170|	|8643
~~35488|	|2014-08-07 13:30:32.333|	|2014-08-07 13:30:32.333|	|8643
~~35489|	|2014-08-07 13:59:53.917|	|2014-08-07 13:59:53.917|	|7503
~~35490|	|2014-08-07 14:01:18.750|	|2014-08-07 14:01:18.750|	|7503
~~35491|	|2014-08-07 14:01:48.340|	|2014-08-07 14:01:48.340|	|7503
~~35492|	|2014-08-07 14:02:06.670|	|2014-08-07 14:02:06.670|	|7503
~~35493|	|2014-08-07 14:02:34.453|	|2014-08-07 14:02:34.453|	|7503
~~35494|	|2014-08-07 14:13:02.750|	|2014-08-08 12:50:43.483|	|7503
~~35495|	|2014-08-07 14:19:02.137|	|2014-08-07 14:19:02.137|	|7503
~~35496|	|2014-08-07 14:19:44.830|	|2014-08-07 14:19:44.830|	|7503
~~35497|	|2014-08-07 14:20:16.970|	|2014-08-07 14:20:16.970|	|7503
~~35498|	|2014-08-07 14:20:58.790|	|2014-08-07 14:20:58.790|	|7503
~~35499|	|2014-08-07 14:21:27.250|	|2014-08-07 14:21:27.250|	|7503
~~35500|	|2014-08-07 16:07:09.903|	|2014-08-07 16:07:09.903|	|5770
~~35501|	|2014-08-07 16:09:04.233|	|2014-08-08 12:51:22.620|	|7503
~~35502|	|2014-08-07 16:30:28.510|	|2014-08-07 16:30:28.510|	|5949
~~35503|	|2014-08-07 16:30:35.950|	|2014-08-07 16:30:35.950|	|5949
~~35504|	|2014-08-07 16:30:48.323|	|2014-08-07 16:30:48.323|	|5949
~~35505|	|2014-08-07 16:31:01.363|	|2014-08-07 16:31:01.363|	|5949
~~35506|	|2014-08-07 16:31:15.717|	|2014-08-07 16:31:15.717|	|5949
~~35507|	|2014-08-07 16:31:21.770|	|2014-08-07 16:31:21.770|	|5949
~~35508|	|2014-08-07 16:31:29.350|	|2014-08-07 16:31:29.350|	|5949
~~35509|	|2014-08-07 16:52:39.630|	|2014-08-07 16:52:39.630|	|5225
~~35510|	|2014-08-07 16:52:47.337|	|2014-08-07 16:52:47.337|	|5225
~~35511|	|2014-08-07 16:52:53.763|	|2014-08-07 16:52:53.763|	|5225
~~35512|	|2014-08-07 16:53:01.843|	|2014-08-07 16:53:01.843|	|5225
~~35513|	|2014-08-07 17:07:06.583|	|2014-08-07 17:07:06.583|	|5225
~~35514|	|2014-08-07 17:09:21.267|	|2014-08-07 17:09:21.267|	|5770
~~35515|	|2014-08-07 18:24:16.980|	|2014-08-07 18:24:16.980|	|5949
~~35516|	|2014-08-07 18:24:23.967|	|2014-08-07 18:24:23.967|	|5949
~~35517|	|2014-08-07 19:02:34.993|	|2014-08-07 19:02:34.993|	|5949
~~35518|	|2014-08-07 20:18:24.937|	|2014-08-07 20:18:24.937|	|6053
~~35519|	|2014-08-07 20:20:51.687|	|2014-08-07 20:20:51.687|	|5600
~~35520|	|2014-08-07 21:30:35.937|	|2014-08-07 21:30:35.937|	|5600
~~35521|	|2014-08-07 22:08:15.883|	|2014-08-07 22:08:15.883|	|5600
~~35522|	|2014-08-07 23:17:29.743|	|2014-08-07 23:17:29.743|	|5600
~~35523|	|2014-08-07 23:55:25.170|	|2014-08-07 23:55:25.170|	|6053
~~35524|	|2014-08-07 23:56:03.940|	|2014-08-07 23:56:03.940|	|6053
~~35525|	|2014-08-08 00:23:19.800|	|2014-08-08 00:23:19.800|	|5600
~~35526|	|2014-08-08 02:11:33.330|	|2014-08-08 02:11:33.330|	|5600
~~35527|	|2014-08-08 02:11:43.377|	|2014-08-08 02:11:43.377|	|5600
~~35528|	|2014-08-08 03:19:47.653|	|2014-08-08 03:19:47.653|	|5600
~~35529|	|2014-08-08 04:03:15.840|	|2014-08-08 04:03:15.840|	|5600
~~35530|	|2014-08-08 04:44:46.890|	|2014-08-08 04:44:46.890|	|5277
~~35531|	|2014-08-08 04:45:08.763|	|2014-08-08 04:45:08.763|	|5277
~~35532|	|2014-08-08 04:45:15.610|	|2014-08-08 04:45:15.610|	|5277
~~35533|	|2014-08-08 04:45:53.427|	|2014-08-08 04:45:53.427|	|5277
~~35534|	|2014-08-08 04:46:20.337|	|2014-08-08 04:46:20.337|	|5277
~~35535|	|2014-08-08 04:46:25.780|	|2014-08-08 04:46:25.780|	|5277
~~35536|	|2014-08-08 04:46:30.617|	|2014-08-08 04:46:30.617|	|5277
~~35537|	|2014-08-08 04:47:17.620|	|2014-08-08 04:47:17.620|	|6053
~~35538|	|2014-08-08 04:49:17.350|	|2014-08-08 04:49:17.350|	|6053
~~35539|	|2014-08-08 04:49:39.143|	|2014-08-08 04:49:39.143|	|6053
~~35540|	|2014-08-08 04:49:53.097|	|2014-08-08 04:49:53.097|	|6053
~~35541|	|2014-08-08 04:50:02.557|	|2014-08-08 04:50:02.557|	|6053
~~35542|	|2014-08-08 04:50:10.517|	|2014-08-08 04:50:10.517|	|6053
~~35543|	|2014-08-08 05:20:30.627|	|2014-08-08 05:20:30.627|	|6053
~~35544|	|2014-08-08 05:54:43.133|	|2014-08-08 05:54:59.543|	|5600
~~35545|	|2014-08-08 06:41:30.823|	|2014-08-08 06:41:30.823|	|5600
~~35546|	|2014-08-08 07:01:27.257|	|2014-08-08 07:01:27.257|	|5600
~~35547|	|2014-08-08 16:23:56.160|	|2014-08-08 16:23:56.160|	|5239
~~35548|	|2014-08-08 16:24:06.567|	|2014-08-08 16:24:06.567|	|5239
~~35549|	|2014-08-08 16:24:20.717|	|2014-08-08 16:24:20.717|	|5239
~~35550|	|2014-08-08 16:24:28.487|	|2014-08-08 16:24:28.487|	|5239
~~35551|	|2014-08-08 16:27:05.970|	|2014-08-08 16:27:05.970|	|5239
~~35552|	|2014-08-08 16:27:45.567|	|2014-08-08 16:27:45.567|	|5239
~~35553|	|2014-08-08 16:27:55.223|	|2014-08-08 16:27:55.223|	|5239
~~35554|	|2014-08-08 16:28:02.663|	|2014-08-08 16:28:02.663|	|5239
~~35555|	|2014-08-08 16:52:37.550|	|2014-08-08 16:52:37.550|	|5602
~~35556|	|2014-08-08 16:52:44.850|	|2014-08-08 16:52:44.850|	|5602
~~35557|	|2014-08-08 16:52:54.133|	|2014-08-08 16:52:54.133|	|5602
~~35558|	|2014-08-08 16:53:02.353|	|2014-08-08 16:53:02.353|	|5602
~~35559|	|2014-08-08 16:53:08.720|	|2014-08-08 16:53:08.720|	|5602
~~35560|	|2014-08-08 16:53:16.737|	|2014-08-08 16:53:16.737|	|5602
~~35561|	|2014-08-08 16:53:24.943|	|2014-08-08 16:53:24.943|	|5602
~~35562|	|2014-08-08 16:53:45.723|	|2014-08-08 16:53:45.723|	|5602
~~35563|	|2014-08-08 17:33:16.777|	|2014-08-08 17:33:16.777|	|5602
~~35564|	|2014-08-08 18:01:18.687|	|2014-08-08 18:01:18.687|	|5904
~~35565|	|2014-08-08 18:01:28.077|	|2014-08-12 10:50:31.597|	|7503
~~35566|	|2014-08-08 18:01:52.060|	|2014-08-12 10:50:45.777|	|7503
~~35567|	|2014-08-08 18:02:19.060|	|2014-08-12 10:51:28.397|	|7503
~~35568|	|2014-08-08 18:02:25.713|	|2014-08-08 18:02:25.713|	|5904
